evidence_key	evidence_value
C0_SNAPSHOT_UTC	2026-08-31 15:23:05.007923
TABLE_SCHEMA	TABLE_NAME	COLUMN_NAME	ORDINAL_POSITION	COLUMN_TYPE	IS_NULLABLE	COLUMN_DEFAULT	COLLATION_NAME	COLUMN_KEY	EXTRA
tw_logon	account	username	2	varchar(32)	NO	NULL	utf8mb3_general_ci	UNI	
tw_logon	account	sha_pass_hash	3	varchar(40)	NO	NULL	utf8mb3_general_ci		
tw_logon	account	rank	4	int(10) unsigned	NO	0	NULL	MUL	
tw_logon	account	sessionkey	5	longtext	YES	NULL	utf8mb3_general_ci		
tw_logon	account	v	6	longtext	YES	NULL	utf8mb3_general_ci		
tw_logon	account	s	7	longtext	YES	NULL	utf8mb3_general_ci		
tw_logon	account	email	8	text	YES	NULL	utf8mb3_general_ci		
tw_logon	account	joindate	9	timestamp	NO	current_timestamp()	NULL		
tw_logon	account	tfa_verif	10	varchar(255)	YES	NULL	utf8mb3_general_ci		
tw_logon	account	last_ip	11	varchar(30)	NO	'0.0.0.0'	utf8mb3_general_ci		
tw_logon	account	last_local_ip	12	varchar(30)	NO	'0.0.0.0'	utf8mb3_general_ci		
tw_logon	account	failed_logins	13	int(10) unsigned	NO	0	NULL		
tw_logon	account	locked	14	tinyint(3) unsigned	NO	0	NULL		
tw_logon	account	last_login	15	timestamp	NO	'0000-00-00 00:00:00'	NULL		
tw_logon	account	online	16	tinyint(4)	NO	0	NULL		
tw_logon	account	expansion	17	tinyint(3) unsigned	NO	0	NULL		
tw_logon	account	mutetime	18	bigint(20)	NO	0	NULL		
tw_logon	account	mutereason	19	varchar(255)	NO	''	utf8mb3_general_ci		
tw_logon	account	muteby	20	varchar(50)	NO	''	utf8mb3_general_ci		
tw_logon	account	locale	21	tinyint(3) unsigned	NO	0	NULL		
tw_logon	account	os	22	varchar(4)	NO	''	utf8mb3_general_ci		
tw_logon	account	platform	23	varchar(4)	NO	''	utf8mb3_general_ci		
tw_logon	account	current_realm	24	tinyint(3) unsigned	NO	0	NULL		
tw_logon	account	banned	25	tinyint(1) unsigned	NO	0	NULL		
tw_logon	account	flags	26	int(10) unsigned	NO	0	NULL		
tw_logon	account	security	27	varchar(255)	YES	NULL	utf8mb3_general_ci		
tw_logon	account	pass_verif	28	varchar(255)	YES	NULL	utf8mb3_general_ci		
tw_logon	account	email_verif	29	tinyint(1)	NO	0	NULL		
tw_logon	account	forum_username	30	varchar(32)	YES	NULL	utf8mb3_general_ci		
tw_logon	account	token_key	31	varchar(100)	YES	''	utf8mb3_general_ci		
tw_logon	account	email_keyword	32	varchar(16)	YES	NULL	utf8mb3_general_ci		
tw_logon	account	email_status	33	int(11)	YES	NULL	NULL		
tw_logon	account	email_letterid	34	int(11)	YES	0	NULL		
tw_logon	account	email_sub	35	tinyint(4)	NO	1	NULL		
tw_logon	account	server	36	tinyint(4)	NO	0	NULL		
tw_logon	account	comments	37	text	YES	NULL	utf8mb3_general_ci		
tw_logon	account	geolock_pin	38	int(11)	YES	0	NULL		
tw_logon	account	queue_skip	39	tinyint(4)	NO	0	NULL		
tw_logon	account	active	40	tinyint(3) unsigned	NO	1	NULL		
tw_logon	account_banned	banid	1	bigint(20)	NO	NULL	NULL	UNI	auto_increment
tw_logon	account_banned	id	2	bigint(20)	NO	0	NULL	PRI	
tw_logon	account_banned	bandate	3	bigint(20)	NO	0	NULL	PRI	
tw_logon	account_banned	unbandate	4	bigint(20)	NO	0	NULL		
tw_logon	account_banned	bannedby	5	varchar(50)	NO	NULL	utf8mb3_general_ci		
tw_logon	account_banned	banreason	6	varchar(255)	NO	NULL	utf8mb3_general_ci		
tw_logon	account_banned	active	7	tinyint(4)	NO	1	NULL		
tw_logon	account_banned	realm	8	tinyint(4)	NO	1	NULL		
tw_logon	account_banned	gmlevel	9	tinyint(3) unsigned	NO	0	NULL		
TABLE_SCHEMA	TABLE_NAME	INDEX_NAME	NON_UNIQUE	SEQ_IN_INDEX	COLUMN_NAME	COLLATION	CARDINALITY	INDEX_TYPE
tw_char	ai_playerbot_random_bots	bot	1	1	bot	A	244	BTREE
tw_char	ai_playerbot_random_bots	event	1	1	event	A	18	BTREE
tw_char	ai_playerbot_random_bots	idx_owner_bot_event	1	1	owner	A	1	BTREE
tw_char	ai_playerbot_random_bots	idx_owner_bot_event	1	2	bot	A	244	BTREE
tw_char	ai_playerbot_random_bots	idx_owner_bot_event	1	3	event	A	488	BTREE
tw_char	ai_playerbot_random_bots	owner	1	1	owner	A	1	BTREE
tw_char	ai_playerbot_random_bots	PRIMARY	0	1	id	A	488	BTREE
tw_char	characters	deleteDate	1	1	deleteDate	A	4509	BTREE
tw_char	characters	idx_account	1	1	account	A	501	BTREE
tw_char	characters	idx_name	1	1	name	A	4509	BTREE
tw_char	characters	idx_online	1	1	online	A	1	BTREE
tw_char	characters	PRIMARY	0	1	guid	A	4509	BTREE
tw_char	groups	key_leaderGuid	0	1	leaderGuid	A	16	BTREE
tw_char	groups	PRIMARY	0	1	groupId	A	16	BTREE
tw_char	group_member	idx_memberGuid	1	1	memberGuid	A	29	BTREE
tw_char	group_member	PRIMARY	0	1	groupId	A	14	BTREE
tw_char	group_member	PRIMARY	0	2	memberGuid	A	29	BTREE
tw_logon	account	idx_gmlevel	1	1	rank	A	1	BTREE
tw_logon	account	idx_username	0	1	username	A	500	BTREE
tw_logon	account	PRIMARY	0	1	id	A	500	BTREE
tw_logon	account_banned	banid	0	1	banid	A	0	BTREE
tw_logon	account_banned	PRIMARY	0	1	id	A	NULL	BTREE
tw_logon	account_banned	PRIMARY	0	2	bandate	A	0	BTREE
add_row_id	character_guid	add_value	lease_started_unix	lease_seconds	lease_expires_unix	lease_started_utc_server	lease_expires_utc_server	observed_unix	active_add_lease	add_data
44427	22451	1	1788116410	19240	1788135650	2026-08-30 21:00:10	2026-08-31 02:20:50	1788189785	0	NULL
44424	22454	1	1788116410	10878	1788127288	2026-08-30 21:00:10	2026-08-31 00:01:28	1788189785	0	NULL
44432	22468	1	1788116410	18013	1788134423	2026-08-30 21:00:10	2026-08-31 02:00:23	1788189785	0	NULL
44433	22470	1	1788116410	20027	1788136437	2026-08-30 21:00:10	2026-08-31 02:33:57	1788189785	0	NULL
44423	22471	1	1788116410	9177	1788125587	2026-08-30 21:00:10	2026-08-30 23:33:07	1788189785	0	NULL
44392	22500	1	1788116410	9785	1788126195	2026-08-30 21:00:10	2026-08-30 23:43:15	1788189785	0	NULL
44409	23206	1	1788116410	18309	1788134719	2026-08-30 21:00:10	2026-08-31 02:05:19	1788189785	0	NULL
44408	23207	1	1788116410	11569	1788127979	2026-08-30 21:00:10	2026-08-31 00:12:59	1788189785	0	NULL
44410	23286	1	1788116410	21546	1788137956	2026-08-30 21:00:10	2026-08-31 02:59:16	1788189785	0	NULL
44444	23330	1	1788116410	11986	1788128396	2026-08-30 21:00:10	2026-08-31 00:19:56	1788189785	0	NULL
44438	23332	1	1788116410	17964	1788134374	2026-08-30 21:00:10	2026-08-31 01:59:34	1788189785	0	NULL
44440	23333	1	1788116410	10985	1788127395	2026-08-30 21:00:10	2026-08-31 00:03:15	1788189785	0	NULL
44442	23335	1	1788116410	10115	1788126525	2026-08-30 21:00:10	2026-08-30 23:48:45	1788189785	0	NULL
44437	23337	1	1788116410	20831	1788137241	2026-08-30 21:00:10	2026-08-31 02:47:21	1788189785	0	NULL
44459	23654	1	1788116410	21089	1788137499	2026-08-30 21:00:10	2026-08-31 02:51:39	1788189785	0	NULL
44457	23655	1	1788116410	12984	1788129394	2026-08-30 21:00:10	2026-08-31 00:36:34	1788189785	0	NULL
44460	23656	1	1788116410	21458	1788137868	2026-08-30 21:00:10	2026-08-31 02:57:48	1788189785	0	NULL
44461	23657	1	1788116410	12869	1788129279	2026-08-30 21:00:10	2026-08-31 00:34:39	1788189785	0	NULL
44458	23658	1	1788116410	17313	1788133723	2026-08-30 21:00:10	2026-08-31 01:48:43	1788189785	0	NULL
44455	23659	1	1788116410	13921	1788130331	2026-08-30 21:00:10	2026-08-31 00:52:11	1788189785	0	NULL
44454	23660	1	1788116410	11740	1788128150	2026-08-30 21:00:10	2026-08-31 00:15:50	1788189785	0	NULL
44462	23661	1	1788116410	15521	1788131931	2026-08-30 21:00:10	2026-08-31 01:18:51	1788189785	0	NULL
44456	23662	1	1788116410	9583	1788125993	2026-08-30 21:00:10	2026-08-30 23:39:53	1788189785	0	NULL
44485	23700	1	1788116410	14006	1788130416	2026-08-30 21:00:10	2026-08-31 00:53:36	1788189785	0	NULL
44483	23701	1	1788116410	14592	1788131002	2026-08-30 21:00:10	2026-08-31 01:03:22	1788189785	0	NULL
44486	23703	1	1788116410	10268	1788126678	2026-08-30 21:00:10	2026-08-30 23:51:18	1788189785	0	NULL
44488	23705	1	1788116410	18571	1788134981	2026-08-30 21:00:10	2026-08-31 02:09:41	1788189785	0	NULL
44482	23706	1	1788116410	19651	1788136061	2026-08-30 21:00:10	2026-08-31 02:27:41	1788189785	0	NULL
44489	23707	1	1788116410	16216	1788132626	2026-08-30 21:00:10	2026-08-31 01:30:26	1788189785	0	NULL
44406	23823	1	1788116410	12800	1788129210	2026-08-30 21:00:10	2026-08-31 00:33:30	1788189785	0	NULL
44430	23852	1	1788116410	15524	1788131934	2026-08-30 21:00:10	2026-08-31 01:18:54	1788189785	0	NULL
44413	23854	1	1788116410	8603	1788125013	2026-08-30 21:00:10	2026-08-30 23:23:33	1788189785	0	NULL
44414	23855	1	1788116410	11764	1788128174	2026-08-30 21:00:10	2026-08-31 00:16:14	1788189785	0	NULL
44415	23857	1	1788116410	17931	1788134341	2026-08-30 21:00:10	2026-08-31 01:59:01	1788189785	0	NULL
44416	23859	1	1788116410	15296	1788131706	2026-08-30 21:00:10	2026-08-31 01:15:06	1788189785	0	NULL
44397	23987	1	1788116410	8890	1788125300	2026-08-30 21:00:10	2026-08-30 23:28:20	1788189785	0	NULL
44399	23991	1	1788116410	21436	1788137846	2026-08-30 21:00:10	2026-08-31 02:57:26	1788189785	0	NULL
44400	23992	1	1788116410	14179	1788130589	2026-08-30 21:00:10	2026-08-31 00:56:29	1788189785	0	NULL
44401	23993	1	1788116410	10912	1788127322	2026-08-30 21:00:10	2026-08-31 00:02:02	1788189785	0	NULL
44396	23994	1	1788116410	20475	1788136885	2026-08-30 21:00:10	2026-08-31 02:41:25	1788189785	0	NULL
44402	23995	1	1788116410	9779	1788126189	2026-08-30 21:00:10	2026-08-30 23:43:09	1788189785	0	NULL
44468	24104	1	1788116410	9349	1788125759	2026-08-30 21:00:10	2026-08-30 23:35:59	1788189785	0	NULL
44463	24105	1	1788116410	17593	1788134003	2026-08-30 21:00:10	2026-08-31 01:53:23	1788189785	0	NULL
44469	24107	1	1788116410	14502	1788130912	2026-08-30 21:00:10	2026-08-31 01:01:52	1788189785	0	NULL
44466	24108	1	1788116410	10168	1788126578	2026-08-30 21:00:10	2026-08-30 23:49:38	1788189785	0	NULL
44470	24109	1	1788116410	8321	1788124731	2026-08-30 21:00:10	2026-08-30 23:18:51	1788189785	0	NULL
44465	24110	1	1788116410	18434	1788134844	2026-08-30 21:00:10	2026-08-31 02:07:24	1788189785	0	NULL
44471	24111	1	1788116410	4149	1788120559	2026-08-30 21:00:10	2026-08-30 22:09:19	1788189785	0	NULL
44467	24112	1	1788116410	5317	1788121727	2026-08-30 21:00:10	2026-08-30 22:28:47	1788189785	0	NULL
44448	24653	1	1788116410	5605	1788122015	2026-08-30 21:00:10	2026-08-30 22:33:35	1788189785	0	NULL
44449	24654	1	1788116410	7303	1788123713	2026-08-30 21:00:10	2026-08-30 23:01:53	1788189785	0	NULL
44446	24655	1	1788116410	14204	1788130614	2026-08-30 21:00:10	2026-08-31 00:56:54	1788189785	0	NULL
44450	24656	1	1788116410	10725	1788127135	2026-08-30 21:00:10	2026-08-30 23:58:55	1788189785	0	NULL
44451	24657	1	1788116410	10952	1788127362	2026-08-30 21:00:10	2026-08-31 00:02:42	1788189785	0	NULL
44452	24658	1	1788116410	16737	1788133147	2026-08-30 21:00:10	2026-08-31 01:39:07	1788189785	0	NULL
44445	24659	1	1788116410	5594	1788122004	2026-08-30 21:00:10	2026-08-30 22:33:24	1788189785	0	NULL
44447	24660	1	1788116410	13594	1788130004	2026-08-30 21:00:10	2026-08-31 00:46:44	1788189785	0	NULL
44453	24661	1	1788116410	6425	1788122835	2026-08-30 21:00:10	2026-08-30 22:47:15	1788189785	0	NULL
44418	24708	1	1788116410	5613	1788122023	2026-08-30 21:00:10	2026-08-30 22:33:43	1788189785	0	NULL
44417	24709	1	1788116410	19940	1788136350	2026-08-30 21:00:10	2026-08-31 02:32:30	1788189785	0	NULL
44403	24833	1	1788116410	3356	1788119766	2026-08-30 21:00:10	2026-08-30 21:56:06	1788189785	0	NULL
44404	24838	1	1788116410	5356	1788121766	2026-08-30 21:00:10	2026-08-30 22:29:26	1788189785	0	NULL
44405	24839	1	1788116410	9282	1788125692	2026-08-30 21:00:10	2026-08-30 23:34:52	1788189785	0	NULL
44420	24914	1	1788116410	20246	1788136656	2026-08-30 21:00:10	2026-08-31 02:37:36	1788189785	0	NULL
44431	24919	1	1788116410	12977	1788129387	2026-08-30 21:00:10	2026-08-31 00:36:27	1788189785	0	NULL
44490	24968	1	1788116410	7688	1788124098	2026-08-30 21:00:10	2026-08-30 23:08:18	1788189785	0	NULL
44491	24971	1	1788116410	2374	1788118784	2026-08-30 21:00:10	2026-08-30 21:39:44	1788189785	0	NULL
44395	24999	1	1788116410	12423	1788128833	2026-08-30 21:00:10	2026-08-31 00:27:13	1788189785	0	NULL
44393	25001	1	1788116410	15783	1788132193	2026-08-30 21:00:10	2026-08-31 01:23:13	1788189785	0	NULL
44394	25003	1	1788116410	20741	1788137151	2026-08-30 21:00:10	2026-08-31 02:45:51	1788189785	0	NULL
44434	25265	1	1788116410	10678	1788127088	2026-08-30 21:00:10	2026-08-30 23:58:08	1788189785	0	NULL
44422	25266	1	1788116410	15428	1788131838	2026-08-30 21:00:10	2026-08-31 01:17:18	1788189785	0	NULL
44435	25270	1	1788116410	8046	1788124456	2026-08-30 21:00:10	2026-08-30 23:14:16	1788189785	0	NULL
44421	25272	1	1788116410	21304	1788137714	2026-08-30 21:00:10	2026-08-31 02:55:14	1788189785	0	NULL
44475	26633	1	1788116410	9436	1788125846	2026-08-30 21:00:10	2026-08-30 23:37:26	1788189785	0	NULL
44472	26634	1	1788116410	20093	1788136503	2026-08-30 21:00:10	2026-08-31 02:35:03	1788189785	0	NULL
44474	26635	1	1788116410	20897	1788137307	2026-08-30 21:00:10	2026-08-31 02:48:27	1788189785	0	NULL
44476	26636	1	1788116410	9140	1788125550	2026-08-30 21:00:10	2026-08-30 23:32:30	1788189785	0	NULL
44473	26637	1	1788116410	7762	1788124172	2026-08-30 21:00:10	2026-08-30 23:09:32	1788189785	0	NULL
44477	26638	1	1788116410	12003	1788128413	2026-08-30 21:00:10	2026-08-31 00:20:13	1788189785	0	NULL
44478	26639	1	1788116410	6326	1788122736	2026-08-30 21:00:10	2026-08-30 22:45:36	1788189785	0	NULL
44479	26640	1	1788116410	13965	1788130375	2026-08-30 21:00:10	2026-08-31 00:52:55	1788189785	0	NULL
44480	26641	1	1788116410	4659	1788121069	2026-08-30 21:00:10	2026-08-30 22:17:49	1788189785	0	NULL
44412	26670	1	1788116410	12190	1788128600	2026-08-30 21:00:10	2026-08-31 00:23:20	1788189785	0	NULL
44411	26674	1	1788116410	18666	1788135076	2026-08-30 21:00:10	2026-08-31 02:11:16	1788189785	0	NULL
44428	26697	1	1788116410	1801	1788118211	2026-08-30 21:00:10	2026-08-30 21:30:11	1788189785	0	NULL
character_guid	character_name	account_id	account_name	character_level	class_id	race_id	character_online	character_logout_unix	character_logout_utc_server	character_active	character_delete_unix	account_last_login	account_online	account_active	account_locked	account_banned_flag	banned_now	all_add_rows	active_add_rows	group_count	group_ids	session_status
22430	Baronico	4	RNDBOT0	1	5	10	0	1787955274	2026-08-29 00:14:34	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22431	Kengraeme	4	RNDBOT0	1	5	3	0	1787955281	2026-08-29 00:14:41	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22432	Keranka	4	RNDBOT0	1	2	1	0	1787955275	2026-08-29 00:14:35	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22433	Gehka	4	RNDBOT0	1	3	2	0	1787955290	2026-08-29 00:14:50	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22434	Bargarm	4	RNDBOT0	1	1	3	0	1787955276	2026-08-29 00:14:36	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22435	Anderico	4	RNDBOT0	1	2	1	0	1787955300	2026-08-29 00:15:00	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22436	Zandemar	4	RNDBOT0	1	4	9	0	1787955273	2026-08-29 00:14:33	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22437	Layla	4	RNDBOT0	1	1	9	0	1787955290	2026-08-29 00:14:50	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22438	Saenorion	4	RNDBOT0	1	4	4	0	1787955297	2026-08-29 00:14:57	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22439	Grancy	104	RNDBOT1	1	1	9	0	1787955298	2026-08-29 00:14:58	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22440	Eranik	104	RNDBOT1	1	8	9	0	1787955294	2026-08-29 00:14:54	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22441	Atzesh	104	RNDBOT1	1	3	2	0	1787955276	2026-08-29 00:14:36	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22442	Evangelina	104	RNDBOT1	1	9	9	0	1787955278	2026-08-29 00:14:38	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22443	Krogun	104	RNDBOT1	1	1	2	0	1787955271	2026-08-29 00:14:31	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22444	Bianneia	104	RNDBOT1	1	1	10	0	1787955299	2026-08-29 00:14:59	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22445	Pedanklish	104	RNDBOT1	1	9	7	0	1787955278	2026-08-29 00:14:38	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22446	Edelanne	104	RNDBOT1	1	8	1	0	1787955272	2026-08-29 00:14:32	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22447	Rolanon	104	RNDBOT1	1	3	9	0	1787955274	2026-08-29 00:14:34	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22448	Molanne	5	RNDBOT2	5	1	1	0	1788120315	2026-08-30 22:05:15	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
22449	Davenna	5	RNDBOT2	6	1	10	0	1788044125	2026-08-30 00:55:25	1	NULL	0000-00-00 00:00:00	0	1	0	0	0	0	0	0	NULL	NO_REGISTERED_SESSION_SERVER_STOPPED
