character_guid	character_name	account_id	account_name	level	class_id	race_id	character_online	character_last_logout_utc	account_last_login	group_count	group_ids	rndbot_stock	character_active	character_deleted	account_online	account_active	account_locked	account_banned_flag	banned_now	session_status	all_add_rows	active_add_rows	base_eligible	selection_status
22449	Davenna	5	RNDBOT2	6	1	10	0	2026-08-30 00:55:25	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22450	Elestera	5	RNDBOT2	6	9	9	0	2026-08-30 00:37:07	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22451	Lille	5	RNDBOT2	6	9	9	0	2026-08-30 23:14:09	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	1	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22452	Kiwo	5	RNDBOT2	1	8	8	0	2026-08-29 00:14:42	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22453	Orick	5	RNDBOT2	7	2	10	0	2026-08-30 00:27:46	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22454	Dranor	5	RNDBOT2	7	9	1	0	2026-08-30 23:14:00	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	1	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22455	Tonuak	5	RNDBOT2	4	1	3	0	2026-08-30 21:59:48	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22456	Peterian	5	RNDBOT2	7	2	10	0	2026-08-30 00:37:10	0000-00-00 00:00:00	1	6	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22457	Yolore	218	RNDBOT3	1	8	9	0	2026-08-29 00:14:37	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22458	Arallio	218	RNDBOT3	1	2	10	0	2026-08-29 00:14:45	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22459	Cainiano	218	RNDBOT3	1	3	10	0	2026-08-29 00:14:51	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22460	Ephrai	218	RNDBOT3	1	5	10	0	2026-08-29 00:14:48	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22461	Artimond	218	RNDBOT3	1	2	1	0	2026-08-29 00:15:00	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22462	Shaldrico	218	RNDBOT3	1	4	10	0	2026-08-29 00:14:35	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22463	Adaniel	218	RNDBOT3	1	3	1	0	2026-08-29 00:14:47	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22464	Mereney	218	RNDBOT3	1	8	10	0	2026-08-29 00:14:48	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22465	Frederic	218	RNDBOT3	1	1	10	0	2026-08-29 00:14:36	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22466	Galthar	6	RNDBOT4	6	5	10	0	2026-08-29 23:00:31	0000-00-00 00:00:00	0	NULL	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22467	Tehrgudam	6	RNDBOT4	7	2	3	0	2026-08-30 00:55:32	0000-00-00 00:00:00	0	NULL	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22468	Armario	6	RNDBOT4	8	2	10	0	2026-08-30 23:14:13	0000-00-00 00:00:00	0	NULL	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	1	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22469	Silvine	6	RNDBOT4	1	3	4	0	2026-08-29 00:14:59	0000-00-00 00:00:00	0	NULL	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22470	Evera	6	RNDBOT4	4	3	9	0	2026-08-30 23:14:27	0000-00-00 00:00:00	0	NULL	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	1	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22471	Faberic	6	RNDBOT4	2	3	10	0	2026-08-30 23:14:21	0000-00-00 00:00:00	0	NULL	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	1	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22472	Bevelanna	6	RNDBOT4	1	5	10	0	2026-08-29 00:14:46	0000-00-00 00:00:00	0	NULL	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22473	Gleetkik	6	RNDBOT4	7	4	7	0	2026-08-30 00:36:44	0000-00-00 00:00:00	0	NULL	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22474	Ewaldon	6	RNDBOT4	1	8	9	0	2026-08-29 00:14:52	0000-00-00 00:00:00	0	NULL	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22475	Alandric	7	RNDBOT5	1	8	1	0	2026-08-29 00:14:46	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22476	Hullizo	7	RNDBOT5	1	11	6	0	2026-08-29 00:14:37	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22477	Eriona	7	RNDBOT5	1	8	9	0	2026-08-29 00:14:57	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22478	Lasaem	7	RNDBOT5	1	1	4	0	2026-08-29 00:14:31	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22479	Arinda	7	RNDBOT5	1	1	9	0	2026-08-29 00:14:53	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22480	Kwinmalin	7	RNDBOT5	1	1	6	0	2026-08-29 00:14:48	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22481	Paberion	7	RNDBOT5	1	4	10	0	2026-08-29 00:14:57	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22482	Hesam	7	RNDBOT5	1	5	4	0	2026-08-29 00:14:49	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22483	Rinaris	7	RNDBOT5	1	4	10	0	2026-08-29 00:14:57	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22484	Kinrela	8	RNDBOT6	1	3	4	0	2026-08-29 00:14:59	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22485	Helerine	8	RNDBOT6	1	3	1	0	2026-08-29 00:14:33	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22486	Olga	8	RNDBOT6	1	7	2	0	2026-08-29 00:14:55	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22487	Acaammetho	8	RNDBOT6	1	3	6	0	2026-08-29 00:14:51	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22488	Mathaelleas	8	RNDBOT6	1	3	4	0	2026-08-29 00:14:34	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22489	Yashar	8	RNDBOT6	1	4	4	0	2026-08-29 00:14:35	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22490	Nuelario	8	RNDBOT6	1	1	9	0	2026-08-29 00:14:43	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22491	Ancee	8	RNDBOT6	1	9	7	0	2026-08-29 00:14:33	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22492	Croso	8	RNDBOT6	1	1	2	0	2026-08-29 00:14:55	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22493	Nuvua	9	RNDBOT7	6	7	6	0	2026-08-29 01:50:11	0000-00-00 00:00:00	0	NULL	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22494	Zasapon	9	RNDBOT7	6	4	8	0	2026-08-29 19:24:33	0000-00-00 00:00:00	0	NULL	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22495	Emmarany	9	RNDBOT7	6	9	9	0	2026-08-29 19:25:23	0000-00-00 00:00:00	0	NULL	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22496	Atheria	9	RNDBOT7	6	9	9	0	2026-08-29 03:08:44	0000-00-00 00:00:00	0	NULL	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22497	Colarah	9	RNDBOT7	6	1	9	0	2026-08-29 22:34:18	0000-00-00 00:00:00	0	NULL	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22498	Justia	9	RNDBOT7	6	1	9	0	2026-08-29 03:08:44	0000-00-00 00:00:00	1	3	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22499	Tatas	9	RNDBOT7	6	3	4	0	2026-08-29 03:08:44	0000-00-00 00:00:00	1	4	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22500	Karith	9	RNDBOT7	5	11	4	0	2026-08-30 23:13:42	0000-00-00 00:00:00	1	15	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	1	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22501	Fedam	9	RNDBOT7	6	1	10	0	2026-08-29 03:08:44	0000-00-00 00:00:00	0	NULL	1	1	0	1	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22502	Gramamm	10	RNDBOT8	1	7	2	0	2026-08-29 00:14:50	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22503	Makash	10	RNDBOT8	1	3	8	0	2026-08-29 00:14:35	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22504	Lenlynn	10	RNDBOT8	1	3	4	0	2026-08-29 00:14:50	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22505	Steria	10	RNDBOT8	1	4	9	0	2026-08-29 00:14:40	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22506	Arind	10	RNDBOT8	1	3	9	0	2026-08-29 00:14:52	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22507	Apollian	10	RNDBOT8	1	8	10	0	2026-08-29 00:14:50	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22508	Tarren	10	RNDBOT8	1	5	1	0	2026-08-29 00:14:52	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22509	Riora	10	RNDBOT8	1	4	5	0	2026-08-29 00:14:38	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22510	Estienne	10	RNDBOT8	1	5	10	0	2026-08-29 00:14:46	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22511	Sehdunn	11	RNDBOT9	1	2	3	0	2026-08-29 00:14:59	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22512	Idessa	11	RNDBOT9	1	4	9	0	2026-08-29 00:14:46	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22513	Konatho	11	RNDBOT9	1	5	1	0	2026-08-29 00:14:50	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22514	Chrisadine	11	RNDBOT9	1	1	5	0	2026-08-29 00:14:36	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22515	Bhogagnuth	11	RNDBOT9	1	1	3	0	2026-08-29 00:14:54	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22516	Patrick	11	RNDBOT9	1	4	1	0	2026-08-29 00:14:46	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22517	Vanderen	11	RNDBOT9	1	5	10	0	2026-08-29 00:14:46	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22518	Jolengi	11	RNDBOT9	1	2	1	0	2026-08-29 00:14:36	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22519	Titandrin	11	RNDBOT9	1	1	10	0	2026-08-29 00:14:45	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22520	Darineve	12	RNDBOT10	1	1	10	0	2026-08-29 00:14:39	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22521	Dreltak	12	RNDBOT10	1	7	2	0	2026-08-29 00:14:47	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22522	Inianus	12	RNDBOT10	1	9	5	0	2026-08-29 00:14:33	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22523	Reda	12	RNDBOT10	1	5	4	0	2026-08-29 00:14:41	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22524	Irorm	12	RNDBOT10	1	3	3	0	2026-08-29 00:14:35	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22525	Zaryl	12	RNDBOT10	1	9	9	0	2026-08-29 00:14:55	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22526	Lursuso	12	RNDBOT10	1	8	8	0	2026-08-29 00:14:49	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22527	Keiliynn	12	RNDBOT10	1	3	4	0	2026-08-29 00:14:31	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22528	Drishojai	12	RNDBOT10	1	7	8	0	2026-08-29 00:14:40	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22529	Sagrer	13	RNDBOT11	1	3	3	0	2026-08-29 00:14:35	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22530	Calanne	13	RNDBOT11	1	9	9	0	2026-08-29 00:14:42	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22531	Dustinik	13	RNDBOT11	1	8	10	0	2026-08-29 00:14:34	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22532	Similias	13	RNDBOT11	1	1	9	0	2026-08-29 00:14:35	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22533	Kate	13	RNDBOT11	1	2	10	0	2026-08-29 00:14:40	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
22534	Mylealaes	13	RNDBOT11	1	3	4	0	2026-08-29 00:14:52	0000-00-00 00:00:00	0	NULL	1	1	0	0	1	0	0	0	NO_REGISTERED_SESSION_SERVER_STOPPED	0	0	1	REQUIRES_EXPLICIT_USER_SELECTION
