TABLE_SCHEMA	TABLE_NAME	COLUMN_NAME	ORDINAL_POSITION	COLUMN_TYPE	IS_NULLABLE	COLUMN_DEFAULT	COLLATION_NAME	COLUMN_KEY	EXTRA
tw_logon	account	sha_pass_hash	3	varchar(40)	NO	NULL	utf8mb3_general_ci		
tw_logon	account	rank	4	int(10) unsigned	NO	0	NULL	MUL	
tw_logon	account	sessionkey	5	longtext	YES	NULL	utf8mb3_general_ci		
tw_logon	account	v	6	longtext	YES	NULL	utf8mb3_general_ci		
tw_logon	account	s	7	longtext	YES	NULL	utf8mb3_general_ci		
tw_logon	account	email	8	text	YES	NULL	utf8mb3_general_ci		
tw_logon	account	joindate	9	timestamp	NO	current_timestamp()	NULL		
tw_logon	account	tfa_verif	10	varchar(255)	YES	NULL	utf8mb3_general_ci		
tw_logon	account	last_ip	11	varchar(30)	NO	'0.0.0.0'	utf8mb3_general_ci		
tw_logon	account	last_local_ip	12	varchar(30)	NO	'0.0.0.0'	utf8mb3_general_ci		
tw_logon	account	failed_logins	13	int(10) unsigned	NO	0	NULL		
tw_logon	account	locked	14	tinyint(3) unsigned	NO	0	NULL		
tw_logon	account	last_login	15	timestamp	NO	'0000-00-00 00:00:00'	NULL		
tw_logon	account	online	16	tinyint(4)	NO	0	NULL		
tw_logon	account	expansion	17	tinyint(3) unsigned	NO	0	NULL		
tw_logon	account	mutetime	18	bigint(20)	NO	0	NULL		
tw_logon	account	mutereason	19	varchar(255)	NO	''	utf8mb3_general_ci		
tw_logon	account	muteby	20	varchar(50)	NO	''	utf8mb3_general_ci		
tw_logon	account	locale	21	tinyint(3) unsigned	NO	0	NULL		
tw_logon	account	os	22	varchar(4)	NO	''	utf8mb3_general_ci		
tw_logon	account	platform	23	varchar(4)	NO	''	utf8mb3_general_ci		
tw_logon	account	current_realm	24	tinyint(3) unsigned	NO	0	NULL		
tw_logon	account	banned	25	tinyint(1) unsigned	NO	0	NULL		
tw_logon	account	flags	26	int(10) unsigned	NO	0	NULL		
tw_logon	account	security	27	varchar(255)	YES	NULL	utf8mb3_general_ci		
tw_logon	account	pass_verif	28	varchar(255)	YES	NULL	utf8mb3_general_ci		
tw_logon	account	email_verif	29	tinyint(1)	NO	0	NULL		
tw_logon	account	forum_username	30	varchar(32)	YES	NULL	utf8mb3_general_ci		
tw_logon	account	token_key	31	varchar(100)	YES	''	utf8mb3_general_ci		
tw_logon	account	email_keyword	32	varchar(16)	YES	NULL	utf8mb3_general_ci		
tw_logon	account	email_status	33	int(11)	YES	NULL	NULL		
tw_logon	account	email_letterid	34	int(11)	YES	0	NULL		
tw_logon	account	email_sub	35	tinyint(4)	NO	1	NULL		
tw_logon	account	server	36	tinyint(4)	NO	0	NULL		
tw_logon	account	comments	37	text	YES	NULL	utf8mb3_general_ci		
tw_logon	account	geolock_pin	38	int(11)	YES	0	NULL		
tw_logon	account	queue_skip	39	tinyint(4)	NO	0	NULL		
tw_logon	account	active	40	tinyint(3) unsigned	NO	1	NULL		
tw_logon	account_banned	banid	1	bigint(20)	NO	NULL	NULL	UNI	auto_increment
tw_logon	account_banned	id	2	bigint(20)	NO	0	NULL	PRI	
tw_logon	account_banned	bandate	3	bigint(20)	NO	0	NULL	PRI	
tw_logon	account_banned	unbandate	4	bigint(20)	NO	0	NULL		
tw_logon	account_banned	bannedby	5	varchar(50)	NO	NULL	utf8mb3_general_ci		
tw_logon	account_banned	banreason	6	varchar(255)	NO	NULL	utf8mb3_general_ci		
tw_logon	account_banned	active	7	tinyint(4)	NO	1	NULL		
tw_logon	account_banned	realm	8	tinyint(4)	NO	1	NULL		
tw_logon	account_banned	gmlevel	9	tinyint(3) unsigned	NO	0	NULL		
