bot_guid	population_key	race_id	race_key	class_id	class_key	gender_id	gender_key	race_variant_key	profession_skill_ids
17996	inactive_random_reserve	10	high_elf	1	warrior	1	female		
17997	inactive_random_reserve	6	tauren	11	druid	0	male		
17998	inactive_random_reserve	10	high_elf	4	rogue	0	male		
17999	inactive_random_reserve	8	troll	7	shaman	0	male		
18000	inactive_random_reserve	9	goblin	8	mage	1	female		
18001	inactive_random_reserve	9	goblin	3	hunter	0	male		
18002	inactive_random_reserve	1	human	3	hunter	0	male		
18003	inactive_random_reserve	10	high_elf	2	paladin	1	female		
18004	inactive_random_reserve	2	orc	3	hunter	1	female		
18005	inactive_random_reserve	3	dwarf	2	paladin	1	female		
18006	inactive_random_reserve	6	tauren	11	druid	0	male		
18007	inactive_random_reserve	10	high_elf	4	rogue	1	female		
18008	inactive_random_reserve	4	night_elf	4	rogue	1	female		
18009	inactive_random_reserve	9	goblin	9	warlock	0	male		
18010	inactive_random_reserve	10	high_elf	3	hunter	1	female		
18011	inactive_random_reserve	9	goblin	1	warrior	0	male		
18012	inactive_random_reserve	10	high_elf	1	warrior	0	male		
18013	inactive_random_reserve	4	night_elf	3	hunter	1	female		
18014	inactive_random_reserve	10	high_elf	4	rogue	0	male		
18015	inactive_random_reserve	10	high_elf	2	paladin	0	male		
18016	inactive_random_reserve	1	human	2	paladin	0	male		
18017	inactive_random_reserve	10	high_elf	3	hunter	1	female		
18018	inactive_random_reserve	3	dwarf	5	priest	0	male		
18019	inactive_random_reserve	10	high_elf	8	mage	0	male		
18020	inactive_random_reserve	1	human	2	paladin	1	female		
18021	inactive_random_reserve	9	goblin	8	mage	1	female		
18022	inactive_random_reserve	2	orc	7	shaman	0	male		
18023	inactive_random_reserve	2	orc	1	warrior	0	male		
18024	inactive_random_reserve	1	human	9	warlock	0	male		
18025	inactive_random_reserve	1	human	8	mage	1	female		
18026	inactive_random_reserve	10	high_elf	4	rogue	0	male		
18027	inactive_random_reserve	10	high_elf	8	mage	0	male		
18028	inactive_random_reserve	10	high_elf	1	warrior	1	female		
18029	inactive_random_reserve	4	night_elf	11	druid	0	male		
18030	inactive_random_reserve	3	dwarf	1	warrior	1	female		
18031	inactive_random_reserve	9	goblin	9	warlock	1	female		
18032	inactive_random_reserve	4	night_elf	3	hunter	1	female		
18033	inactive_random_reserve	1	human	4	rogue	1	female		
18034	inactive_random_reserve	7	gnome	4	rogue	1	female		
18035	inactive_random_reserve	9	goblin	1	warrior	0	male		
18036	inactive_random_reserve	5	undead	1	warrior	0	male		
18037	inactive_random_reserve	10	high_elf	3	hunter	1	female		
18038	inactive_random_reserve	2	orc	7	shaman	1	female		
18039	inactive_random_reserve	4	night_elf	5	priest	1	female		
18040	inactive_random_reserve	5	undead	4	rogue	1	female		
18041	inactive_random_reserve	9	goblin	4	rogue	0	male		
18042	inactive_random_reserve	10	high_elf	1	warrior	0	male		
18043	inactive_random_reserve	3	dwarf	3	hunter	1	female		
18044	inactive_random_reserve	6	tauren	7	shaman	0	male		
18045	inactive_random_reserve	4	night_elf	4	rogue	0	male		
18046	inactive_random_reserve	10	high_elf	1	warrior	0	male		
18047	inactive_random_reserve	5	undead	8	mage	1	female		
18048	inactive_random_reserve	9	goblin	9	warlock	1	female		
18049	inactive_random_reserve	7	gnome	9	warlock	1	female		
18050	inactive_random_reserve	6	tauren	7	shaman	0	male		
18051	inactive_random_reserve	10	high_elf	5	priest	0	male		
18052	inactive_random_reserve	10	high_elf	5	priest	1	female		
18053	inactive_random_reserve	10	high_elf	8	mage	0	male		
18054	inactive_random_reserve	9	goblin	9	warlock	1	female		
18055	inactive_random_reserve	10	high_elf	5	priest	0	male		
18056	inactive_random_reserve	5	undead	8	mage	1	female		
18057	inactive_random_reserve	9	goblin	9	warlock	1	female		
18058	inactive_random_reserve	1	human	1	warrior	0	male		
18059	inactive_random_reserve	4	night_elf	11	druid	0	male		
18060	inactive_random_reserve	4	night_elf	3	hunter	1	female		
18061	inactive_random_reserve	9	goblin	4	rogue	0	male		
18062	inactive_random_reserve	3	dwarf	3	hunter	0	male		
18063	inactive_random_reserve	2	orc	7	shaman	0	male		
18064	inactive_random_reserve	9	goblin	8	mage	0	male		
18065	inactive_random_reserve	8	troll	7	shaman	1	female		
18066	inactive_random_reserve	9	goblin	8	mage	1	female		
18067	inactive_random_reserve	3	dwarf	5	priest	1	female		
18068	inactive_random_reserve	8	troll	7	shaman	0	male		
18069	inactive_random_reserve	10	high_elf	8	mage	1	female		
18070	inactive_random_reserve	4	night_elf	1	warrior	0	male		
18071	inactive_random_reserve	4	night_elf	5	priest	0	male		
18072	inactive_random_reserve	4	night_elf	3	hunter	1	female		
18073	inactive_random_reserve	1	human	3	hunter	0	male		
18074	inactive_random_reserve	7	gnome	9	warlock	1	female		
18075	inactive_random_reserve	10	high_elf	3	hunter	1	female		
18076	inactive_random_reserve	4	night_elf	4	rogue	0	male		
18077	inactive_random_reserve	1	human	4	rogue	1	female		
18078	inactive_random_reserve	5	undead	9	warlock	0	male		
18079	inactive_random_reserve	10	high_elf	2	paladin	0	male		
18080	inactive_random_reserve	4	night_elf	5	priest	1	female		
18081	inactive_random_reserve	9	goblin	4	rogue	1	female		
18082	inactive_random_reserve	5	undead	4	rogue	0	male		
18083	inactive_random_reserve	4	night_elf	3	hunter	0	male		
18084	inactive_random_reserve	1	human	3	hunter	0	male		
18085	inactive_random_reserve	10	high_elf	4	rogue	1	female		
18086	inactive_random_reserve	9	goblin	3	hunter	1	female		
18087	inactive_random_reserve	9	goblin	1	warrior	1	female		
18088	inactive_random_reserve	7	gnome	8	mage	1	female		
18089	inactive_random_reserve	10	high_elf	8	mage	1	female		
18090	inactive_random_reserve	9	goblin	8	mage	0	male		
18091	inactive_random_reserve	9	goblin	1	warrior	0	male		
18092	inactive_random_reserve	9	goblin	8	mage	1	female		
18093	inactive_random_reserve	10	high_elf	2	paladin	1	female		
18094	inactive_random_reserve	2	orc	9	warlock	1	female		
18095	inactive_random_reserve	5	undead	9	warlock	1	female		
18096	inactive_random_reserve	9	goblin	1	warrior	1	female		
18097	inactive_random_reserve	10	high_elf	3	hunter	0	male		
18098	inactive_random_reserve	9	goblin	8	mage	1	female		
18099	inactive_random_reserve	6	tauren	1	warrior	1	female		
18100	inactive_random_reserve	4	night_elf	4	rogue	1	female		
18101	inactive_random_reserve	10	high_elf	4	rogue	0	male		
18102	inactive_random_reserve	10	high_elf	3	hunter	0	male		
18103	inactive_random_reserve	10	high_elf	2	paladin	0	male		
18104	inactive_random_reserve	1	human	8	mage	1	female		
18105	inactive_random_reserve	10	high_elf	8	mage	0	male		
18106	inactive_random_reserve	5	undead	4	rogue	0	male		
18107	inactive_random_reserve	10	high_elf	8	mage	0	male		
18108	inactive_random_reserve	9	goblin	1	warrior	1	female		
18109	inactive_random_reserve	1	human	4	rogue	1	female		
18110	inactive_random_reserve	6	tauren	1	warrior	0	male		
18111	inactive_random_reserve	10	high_elf	2	paladin	1	female		
18112	inactive_random_reserve	9	goblin	8	mage	0	male		
18113	inactive_random_reserve	9	goblin	1	warrior	1	female		
18114	inactive_random_reserve	10	high_elf	8	mage	1	female		
18115	inactive_random_reserve	4	night_elf	3	hunter	0	male		
18116	inactive_random_reserve	1	human	4	rogue	0	male		
18117	inactive_random_reserve	10	high_elf	8	mage	0	male		
18118	inactive_random_reserve	8	troll	4	rogue	1	female		
18119	inactive_random_reserve	4	night_elf	3	hunter	0	male		
18120	inactive_random_reserve	10	high_elf	5	priest	1	female		
18121	inactive_random_reserve	10	high_elf	3	hunter	1	female		
18122	inactive_random_reserve	10	high_elf	5	priest	0	male		
18123	inactive_random_reserve	1	human	3	hunter	0	male		
18124	inactive_random_reserve	5	undead	8	mage	0	male		
18125	inactive_random_reserve	1	human	2	paladin	0	male		
18126	inactive_random_reserve	4	night_elf	11	druid	1	female		
18127	inactive_random_reserve	1	human	3	hunter	1	female		
18128	inactive_random_reserve	1	human	2	paladin	1	female		
18129	inactive_random_reserve	9	goblin	9	warlock	0	male		
18130	inactive_random_reserve	1	human	8	mage	0	male		
18131	inactive_random_reserve	9	goblin	3	hunter	0	male		
18132	inactive_random_reserve	7	gnome	4	rogue	1	female		
18133	inactive_random_reserve	10	high_elf	5	priest	1	female		
18134	inactive_random_reserve	9	goblin	8	mage	0	male		
18135	inactive_random_reserve	5	undead	5	priest	0	male		
18136	inactive_random_reserve	10	high_elf	4	rogue	1	female		
18137	inactive_random_reserve	10	high_elf	1	warrior	1	female		
18138	inactive_random_reserve	10	high_elf	4	rogue	1	female		
18139	inactive_random_reserve	1	human	5	priest	0	male		
18140	inactive_random_reserve	10	high_elf	4	rogue	1	female		
18141	inactive_random_reserve	1	human	2	paladin	1	female		
18142	inactive_random_reserve	2	orc	4	rogue	1	female		
18143	inactive_random_reserve	4	night_elf	3	hunter	0	male		
18144	inactive_random_reserve	1	human	1	warrior	0	male		
18145	inactive_random_reserve	10	high_elf	1	warrior	0	male		
18146	inactive_random_reserve	9	goblin	3	hunter	0	male		
18147	inactive_random_reserve	9	goblin	1	warrior	1	female		
18148	inactive_random_reserve	9	goblin	1	warrior	1	female		
18149	inactive_random_reserve	1	human	1	warrior	0	male		
18150	inactive_random_reserve	2	orc	7	shaman	1	female		
18151	inactive_random_reserve	1	human	3	hunter	0	male		
18152	inactive_random_reserve	1	human	1	warrior	1	female		
18153	inactive_random_reserve	2	orc	3	hunter	0	male		
18154	inactive_random_reserve	10	high_elf	5	priest	0	male		
18155	inactive_random_reserve	1	human	2	paladin	0	male		
18156	inactive_random_reserve	9	goblin	3	hunter	0	male		
18157	inactive_random_reserve	9	goblin	9	warlock	0	male		
18158	inactive_random_reserve	9	goblin	3	hunter	0	male		
18159	inactive_random_reserve	5	undead	4	rogue	1	female		
18160	inactive_random_reserve	10	high_elf	1	warrior	1	female		
18161	inactive_random_reserve	10	high_elf	2	paladin	1	female		
18162	inactive_random_reserve	6	tauren	3	hunter	0	male		
18163	inactive_random_reserve	9	goblin	1	warrior	1	female		
18164	inactive_random_reserve	10	high_elf	2	paladin	0	male		
18165	inactive_random_reserve	5	undead	4	rogue	1	female		
18166	inactive_random_reserve	5	undead	4	rogue	1	female		
18167	inactive_random_reserve	1	human	2	paladin	1	female		
18168	inactive_random_reserve	5	undead	9	warlock	1	female		
18169	inactive_random_reserve	1	human	2	paladin	0	male		
18170	inactive_random_reserve	10	high_elf	8	mage	1	female		
18171	inactive_random_reserve	9	goblin	3	hunter	1	female		
18172	inactive_random_reserve	2	orc	1	warrior	0	male		
18173	inactive_random_reserve	6	tauren	7	shaman	1	female		
18174	inactive_random_reserve	10	high_elf	4	rogue	1	female		
18175	inactive_random_reserve	6	tauren	7	shaman	1	female		
18176	inactive_random_reserve	10	high_elf	5	priest	1	female		
18177	inactive_random_reserve	10	high_elf	5	priest	0	male		
18178	inactive_random_reserve	10	high_elf	2	paladin	1	female		
18179	inactive_random_reserve	4	night_elf	4	rogue	0	male		
18180	inactive_random_reserve	1	human	8	mage	1	female		
18181	inactive_random_reserve	9	goblin	3	hunter	0	male		
18182	inactive_random_reserve	2	orc	9	warlock	1	female		
18183	inactive_random_reserve	8	troll	3	hunter	1	female		
18184	inactive_random_reserve	6	tauren	11	druid	1	female		
18185	inactive_random_reserve	9	goblin	3	hunter	0	male		
18186	inactive_random_reserve	9	goblin	4	rogue	0	male		
18187	inactive_random_reserve	1	human	4	rogue	1	female		
18188	inactive_random_reserve	4	night_elf	11	druid	0	male		
18189	inactive_random_reserve	1	human	1	warrior	1	female		
18190	inactive_random_reserve	10	high_elf	5	priest	1	female		
18191	inactive_random_reserve	6	tauren	1	warrior	1	female		
18192	inactive_random_reserve	9	goblin	1	warrior	0	male		
18193	inactive_random_reserve	1	human	5	priest	0	male		
18194	inactive_random_reserve	6	tauren	7	shaman	1	female		
18195	inactive_random_reserve	10	high_elf	5	priest	0	male		
18196	inactive_random_reserve	9	goblin	4	rogue	0	male		
18197	inactive_random_reserve	2	orc	1	warrior	0	male		
18198	inactive_random_reserve	9	goblin	3	hunter	0	male		
18199	inactive_random_reserve	9	goblin	1	warrior	1	female		
18200	inactive_random_reserve	1	human	5	priest	0	male		
18201	inactive_random_reserve	10	high_elf	5	priest	1	female		
18202	inactive_random_reserve	6	tauren	11	druid	1	female		
18203	inactive_random_reserve	9	goblin	3	hunter	0	male		
18204	inactive_random_reserve	2	orc	7	shaman	1	female		
18205	inactive_random_reserve	9	goblin	1	warrior	0	male		
18206	inactive_random_reserve	1	human	3	hunter	1	female		
18207	inactive_random_reserve	1	human	2	paladin	1	female		
18208	inactive_random_reserve	10	high_elf	8	mage	1	female		
18209	inactive_random_reserve	1	human	9	warlock	0	male		
18210	inactive_random_reserve	9	goblin	1	warrior	0	male		
18211	inactive_random_reserve	1	human	3	hunter	0	male		
18212	inactive_random_reserve	4	night_elf	11	druid	1	female		
18213	inactive_random_reserve	4	night_elf	1	warrior	1	female		
18214	inactive_random_reserve	9	goblin	1	warrior	1	female		
18215	inactive_random_reserve	10	high_elf	5	priest	1	female		
18216	inactive_random_reserve	6	tauren	7	shaman	0	male		
18217	inactive_random_reserve	9	goblin	1	warrior	0	male		
18218	inactive_random_reserve	10	high_elf	2	paladin	0	male		
18219	inactive_random_reserve	4	night_elf	4	rogue	1	female		
18220	inactive_random_reserve	10	high_elf	1	warrior	1	female		
18221	inactive_random_reserve	9	goblin	9	warlock	1	female		
18222	inactive_random_reserve	9	goblin	3	hunter	1	female		
18223	inactive_random_reserve	10	high_elf	4	rogue	0	male		
18224	inactive_random_reserve	9	goblin	8	mage	1	female		
18225	inactive_random_reserve	2	orc	4	rogue	0	male		
18226	inactive_random_reserve	4	night_elf	11	druid	0	male		
18227	inactive_random_reserve	4	night_elf	11	druid	0	male		
18228	inactive_random_reserve	4	night_elf	3	hunter	1	female		
18229	inactive_random_reserve	4	night_elf	1	warrior	1	female		
18230	inactive_random_reserve	10	high_elf	1	warrior	0	male		
18231	inactive_random_reserve	10	high_elf	2	paladin	0	male		
18232	inactive_random_reserve	1	human	2	paladin	1	female		
18233	inactive_random_reserve	9	goblin	1	warrior	0	male		
18234	inactive_random_reserve	1	human	2	paladin	0	male		
18235	inactive_random_reserve	9	goblin	3	hunter	1	female		
18236	inactive_random_reserve	5	undead	1	warrior	1	female		
18237	inactive_random_reserve	4	night_elf	1	warrior	0	male		
18238	inactive_random_reserve	9	goblin	8	mage	0	male		
18239	inactive_random_reserve	10	high_elf	8	mage	0	male		
18240	inactive_random_reserve	10	high_elf	8	mage	1	female		
18241	inactive_random_reserve	10	high_elf	2	paladin	1	female		
18242	inactive_random_reserve	10	high_elf	8	mage	0	male		
18243	inactive_random_reserve	9	goblin	9	warlock	0	male		
18244	inactive_random_reserve	4	night_elf	3	hunter	1	female		
18245	inactive_random_reserve	6	tauren	7	shaman	0	male		
18246	inactive_random_reserve	10	high_elf	5	priest	1	female		
18247	inactive_random_reserve	1	human	9	warlock	1	female		
18248	inactive_random_reserve	5	undead	8	mage	1	female		
18249	inactive_random_reserve	10	high_elf	2	paladin	0	male		
18250	inactive_random_reserve	4	night_elf	4	rogue	0	male		
18251	inactive_random_reserve	1	human	3	hunter	1	female		
18252	inactive_random_reserve	4	night_elf	3	hunter	0	male		
18253	inactive_random_reserve	1	human	8	mage	0	male		
18254	inactive_random_reserve	9	goblin	9	warlock	0	male		
18255	inactive_random_reserve	1	human	1	warrior	1	female		
18256	inactive_random_reserve	9	goblin	3	hunter	1	female		
18257	inactive_random_reserve	10	high_elf	8	mage	1	female		
18258	inactive_random_reserve	6	tauren	3	hunter	0	male		
18259	inactive_random_reserve	10	high_elf	4	rogue	1	female		
18260	inactive_random_reserve	9	goblin	8	mage	1	female		
18261	inactive_random_reserve	10	high_elf	1	warrior	1	female		
18262	inactive_random_reserve	10	high_elf	1	warrior	1	female		
18263	inactive_random_reserve	9	goblin	4	rogue	0	male		
18264	inactive_random_reserve	9	goblin	4	rogue	1	female		
18265	inactive_random_reserve	5	undead	5	priest	0	male		
18266	inactive_random_reserve	8	troll	4	rogue	0	male		
18267	inactive_random_reserve	9	goblin	4	rogue	1	female		
18268	inactive_random_reserve	9	goblin	8	mage	0	male		
18269	inactive_random_reserve	9	goblin	9	warlock	1	female		
18270	inactive_random_reserve	9	goblin	1	warrior	1	female		
18271	inactive_random_reserve	2	orc	7	shaman	0	male		
18272	inactive_random_reserve	9	goblin	4	rogue	0	male		
18273	inactive_random_reserve	1	human	9	warlock	0	male		
18274	inactive_random_reserve	10	high_elf	4	rogue	1	female		
18275	inactive_random_reserve	1	human	2	paladin	0	male		
18276	inactive_random_reserve	5	undead	1	warrior	1	female		
18277	inactive_random_reserve	9	goblin	8	mage	1	female		
18278	inactive_random_reserve	4	night_elf	3	hunter	0	male		
18279	inactive_random_reserve	3	dwarf	2	paladin	1	female		
18280	inactive_random_reserve	10	high_elf	8	mage	1	female		
18290	inactive_random_reserve	9	goblin	3	hunter	0	male		
18291	inactive_random_reserve	4	night_elf	3	hunter	0	male		
18292	inactive_random_reserve	4	night_elf	4	rogue	1	female		
18293	inactive_random_reserve	9	goblin	4	rogue	0	male		
18294	inactive_random_reserve	9	goblin	3	hunter	0	male		
18295	inactive_random_reserve	1	human	8	mage	1	female		
18296	inactive_random_reserve	4	night_elf	11	druid	0	male		
18297	inactive_random_reserve	9	goblin	3	hunter	0	male		
18298	inactive_random_reserve	4	night_elf	3	hunter	0	male		
18299	inactive_random_reserve	2	orc	9	warlock	1	female		
18300	inactive_random_reserve	1	human	3	hunter	1	female		
18301	inactive_random_reserve	10	high_elf	1	warrior	1	female		
18302	inactive_random_reserve	1	human	3	hunter	0	male		
18303	inactive_random_reserve	5	undead	4	rogue	0	male		
18304	inactive_random_reserve	5	undead	4	rogue	1	female		
18305	inactive_random_reserve	5	undead	8	mage	0	male		
18306	inactive_random_reserve	9	goblin	1	warrior	0	male		
18307	inactive_random_reserve	9	goblin	1	warrior	0	male		
18308	inactive_random_reserve	2	orc	1	warrior	0	male		
18309	inactive_random_reserve	4	night_elf	5	priest	1	female		
18310	inactive_random_reserve	10	high_elf	3	hunter	0	male		
18311	inactive_random_reserve	7	gnome	8	mage	1	female		
18312	inactive_random_reserve	10	high_elf	3	hunter	1	female		
