"record_scope","tracker_id","tracker_name","relative_file_path","git_blob_id","candidate_file_sha256","candidate_file_size_bytes","git_blob_bytes_sha256","git_blob_size_bytes","exact_name_match","exact_order_match","contiguous_id_match","historical_tracker_hash","historical_hash_classification","applied_at","future_baseline_evidence","historical_executed_bytes_proven"
"world","642","20260509055406_world","sql/database_updates/world/20260509055406_world.sql","bd6a9605b47bf1ce3342e01696a5d5f07181454e","44AE0CD8B4CBFBA1CF22218DB75E91ABFD276B0A9F02BE1CC34BE9D26344AE06","493821","D80158FFF62A2012D8E656D5E2FEDB9601846E4BF8144B1BC1C4F56897CED6DB","478941","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:46","True","False"
"world","643","20260510092659_world","sql/database_updates/world/20260510092659_world.sql","64fe8c68fac36cc099149857c07e0dafe439e9f1","046A5B09E28DEACF3E05B5CE8CC75B3FA519E80512227523F320C7D985F6E86D","4774568","3F2D1009480878659314BEAD949FAD5D0E9B1493D4186DA28079B9E6E41D436E","4759863","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:47","True","False"
"world","644","20260511053220_world","sql/database_updates/world/20260511053220_world.sql","1daa43c51c9f932e2a39b77fad6bdfcba75b62dc","BC9155487AE45319CEFE6FFAEE8141DC5E43A0560023E5CAC94285918F323206","19031286","5166394F8C585B80086C11CEB28FD658D1AF4CE4BAE44FEB3F11D06E5BF199E8","18510916","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:52","True","False"
"world","645","20260511154529_world","sql/database_updates/world/20260511154529_world.sql","870f8a6641e1f24e81fe797c3f780ef953cce3eb","9F626060B52722AE55EDBEE0C7136EB52286A9F36E3A0ABCDB23F19DFA2B8998","2753891","123C56085C5E03B344A5417333C77E88C074D23A96E116CFE18FB29E79911710","2720392","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:53","True","False"
"world","646","20260511164918_world","sql/database_updates/world/20260511164918_world.sql","647335a6c6e11f2a1c22ae98b6fd8a8056d7194b","CAA01705FA78A46649C20DAE11AE20A881C843987DD17AD8FD8E5C03DDE2303F","43923","6F380EC5F948610C57CB0E8F21707BF9239CC9CE38C5C3541B32C365BF681AC9","43340","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:53","True","False"
"world","647","20260511211643_world","sql/database_updates/world/20260511211643_world.sql","c063003efbb261e255239a44342869176adc8c9c","1585EF628068B1BA733FD25A35AF4D382CBDBDEBAD8CE2D90E0B575A8DDEE995","308173","AB88C311E33F7DC298EEAAEBBDD2D3D2993396CD115FB58805BAB4269FF13D7D","303533","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:53","True","False"
"world","648","20260512033310_world","sql/database_updates/world/20260512033310_world.sql","9e74de1e7a01598337343c5eb63be2ce82c6a76a","B4604D1490B2AEE5F277DDC1027D81B82372CD703E4CF49592C95A201CD77834","2100","2963336DA93B4599ED2A421F653A90724A6AD538125407A4BF32AE62313E149A","2029","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:54","True","False"
"world","649","20260512130432_world","sql/database_updates/world/20260512130432_world.sql","255d772b425cbd91924eef3c22f244d64743dc27","8946996BED151E5ADF759DB6FCDB8B185B10238F730A30DD50DBB10785AA9D0A","587003","1F3732914B054A27295DA248DCA82575CBD2BD0BC09F12514D0A29947B77B76E","580804","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:54","True","False"
"world","650","20260512224739_world","sql/database_updates/world/20260512224739_world.sql","d39df60b8a53c58ecb53f767810ff2868c7a582b","EBE41E3F5A561020B91FFFAFBA4FE0FDE963C05181549DE6FF44AF6E07DDCE50","69196","6689126E86F429D9B7AA234CB1F0F9AA4B7416D6A5E946F265BBC8B052B0F814","68922","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:54","True","False"
"world","651","20260513084003_world","sql/database_updates/world/20260513084003_world.sql","41221a31033a7420524f0e0bdb7ebe9991f66f2f","20DF79F7CBC41BF52BEEDEBBC69B755AE39310775106290E139256CEEF0D5460","790588","4B113B1798455724508FFA8D6ED60CFCD725FEE368B0D08BDEEA43F15B5D1156","767115","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:54","True","False"
"world","652","20260513094906_world","sql/database_updates/world/20260513094906_world.sql","2b4bdedb919488ab7360a51f30897c2c625e6eb3","F36E41F4EE4376D4A4967C2AD99525FBDB0453DDB11413AC2395C090F8F357EB","2482","2AE49DC098D0A489145C9DCBE06921820A77CF3CBCC5A3D90EBE346D9A47ACD6","2449","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:54","True","False"
"world","653","20260513233443_world","sql/database_updates/world/20260513233443_world.sql","2b02e255b9230be1fc3562a95e258d5b31473266","46EDEDD29565AEE59E6DC16E864AC9470F8332EE77535A3ACA0E9D352D0C92AE","488727","080BBBDA861F55C408A2B24E5B91CC91B3C84378D83464EA1499027A892B4CFA","484530","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:54","True","False"
"world","654","20260514011114_world","sql/database_updates/world/20260514011114_world.sql","2b5410a8095bdeb53e47879bf1b48e40c58865ec","657DFD44E0B3FA7658995A8714BCAB2E5769D99A9C7E7F8860D244573C4AB6F8","18076","618A1A33325C614AB0C2E6B3A7548146A19356B6CF4C2DB33A13C4FC52E25331","17868","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:55","True","False"
"world","655","20260514035236_world","sql/database_updates/world/20260514035236_world.sql","445dfea08bcdb193bbb6cb845d71134254c43836","96A7DB0C1DEE9DCE2F91DCAB00924FBB881D1BDCA9328054B705B20C7DEDD50B","79487","D5461D83C5FFD9F0B603C00206C25C4CC6E42C0E1EABFBB0CA70FCE08C235CED","78805","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:55","True","False"
"world","656","20260516050606_world","sql/database_updates/world/20260516050606_world.sql","8b37018815e3199610113e8876631860e65bb51f","DE14945B3FE98AA3717C344D6BAE6AAE04446AC0AC28B63C2793CF97DD539AC8","287095","C0CF7A07A7AF44CB9F994963C2B7DBB0BB36FEBC66BF51418685A0A022C996D7","284522","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:55","True","False"
"world","657","20260516210743_world","sql/database_updates/world/20260516210743_world.sql","f148550cc1cefd7f4424d2b019a80b764d6a25aa","DD6A6A77D5B5056A294BCDD26A5B1965C5D6C32A1893A3FB81A1FF8D072FC97E","229957","701F3C7773D6CC9982C983BF422836C264EC92C3980465A18C13664B32B5786F","219662","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:55","True","False"
"world","658","20260517045535_world","sql/database_updates/world/20260517045535_world.sql","3315c495b460904d8c8364930b12bcad03c35c13","99CE12909C63DC7A940923059DFAB909360EDA5A35238B531A3A21F7B9C2C353","53355","E66553D4F4B41F9A39BAC0E4989417EE7DEA8D8B5C997E68A54B8DA4875EED31","52623","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:56","True","False"
"world","659","20260517062330_world","sql/database_updates/world/20260517062330_world.sql","515fb2fc9efecd358563e28453bcf09cab1e27ac","323F20DF945192FF4D61A4E30EF9C44127ED982A6249EF88B4ABEC60B38162C0","101287","1024089AC2AEC15B90C481526B8CEE777E40A4465BA3125E08B0455852D49B99","101044","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:56","True","False"
"world","660","20260517101017_world","sql/database_updates/world/20260517101017_world.sql","800f04a23911b646dba145bdbbdf912eed6a1b4a","633E8BED8ED7DF55C0289F03EFEE0B345B7708C127599DD12872F3D2AD62DCB5","8080","A738F75B30B500474C19C0289377B251A37D06C9EEC0BE1EF75DFFC0B56CA78A","7786","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:56","True","False"
"world","661","20260517121832_world","sql/database_updates/world/20260517121832_world.sql","0fe2779e72445c794ab759434de9939689009280","D0779113FB5AB9D717DAD88A480853E2B9A0A505FC723E7CD6C2D9156E17AAE5","2050","879CC65328905420D45F65DA5BC3EF67394C62C23A4980E23EE57690D1C94686","2019","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:56","True","False"
"world","662","20260518050203_world","sql/database_updates/world/20260518050203_world.sql","b25c919e0ad23cd56746d6f59a9ca8a8ea5caa18","4DEBC55A1DD178CF3E02E34D9721B689A4A3A5B82BE672E0BE3968DD8F527B42","193231","8E73920263D4BA67857297AB65BA406B455E5A103D2A684F70CC5E3A3D4C1EF9","190369","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:56","True","False"
"world","663","20260522141111_world","sql/database_updates/world/20260522141111_world.sql","f4e5185d4477f07e8f15aff96ae718b5a6285cfa","0886AE7F973275E5F217A4036B889B27C3D93B5A85CACC43D0189A693024DB67","27366","6F4A1DABD5E387F1757CDD2BFF26AB070926D9E5C0A6B8367392BFC197C00CA0","27076","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:56","True","False"
"world","664","20260523041131_world","sql/database_updates/world/20260523041131_world.sql","6e954871b009020306d55613b7f6f025a55bdb38","04F6414D258630677DF316B3BF7C48F2C1474B5BAD4EA7CBBE9C54223722EE12","15980","338F0F1384B739C480CA681C976E541FF4813D92DFD91170D051D0F269F1BB89","15772","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:56","True","False"
"world","665","20260526123433_world","sql/database_updates/world/20260526123433_world.sql","682035b332bebcb011a3d6fdf6538a4d5d48f893","3F5C0493196BCF58D84F339996E468A8149FCF41890ECE0A6855A53CFB352E38","69964","C5E42A3AE38179A9B5E8ADF77B33B8C94E4E2777C5D1880BF46A25E38B428CBF","69248","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:57","True","False"
"world","666","20260526134500_world","sql/database_updates/world/20260526134500_world.sql","615125bbc6e9fdef8a7024fb062605f79ca02768","4BEB936A8C68FDD6F7BF3398EA23FAF6F35DF7307A7458CB56234B1E46DAC81C","3554","F861292B80FE449BDB50F10114F6A92255E8197BC73A3C6F99E8343B7D97DAFB","3497","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:57","True","False"
"world","667","20260527120000_world","sql/database_updates/world/20260527120000_world.sql","d274a3141a58e5eaae10f9e74726bf9831319009","864CE49C772895C2DE27AF6CFE9B44F799FD4A2A21521B7FE3EDF99BC0F7D5C7","5315","48B6F1011DBAC0F50A4B8C5AAB73F798AC60B2561E03DBE9C4A200ADAC2BA309","5209","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:57","True","False"
"world","668","20260528150633_world","sql/database_updates/world/20260528150633_world.sql","b48de03dc1ad2a9c5476279755d8b6ab2a9fd0fd","E70D5045CD65DA6CE4A1785A60716A82DC62D65608774CC626036710C236FBC8","435033","209ADD7A6212E6B7E5D4A24BB38FD0A06B0E12CEB2EB7AAF39A66F3589169B1C","411039","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:58","True","False"
"world","669","20260529182210_world","sql/database_updates/world/20260529182210_world.sql","5ef16c65e2ec38e3a367d5e02f6dbd86aa3730fd","614841A382C412EFA68A1CAA1CA52D2CD9A57D7BB7525E6213B3732FF898B5A2","143659","614841A382C412EFA68A1CAA1CA52D2CD9A57D7BB7525E6213B3732FF898B5A2","143659","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:58","True","False"
"world","670","20260530203924_world","sql/database_updates/world/20260530203924_world.sql","ccdd9a7d90381a401dfa4b793a5ec7c13b40ac6a","344390F42D6F4729AE27FB8A32004D09DEF82CC89858AC67764169F6CD4403D0","278700","F351713D67CCE8DC4BF65F1DCE16BE3D99E248EC6B01916ACF02A59F314B3D81","262309","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:58","True","False"
"world","671","20260602180159_world","sql/database_updates/world/20260602180159_world.sql","b045e79d755b70fdf0e1d067889fb8bf638af922","CF643487F12F3DF3BA8CC31D694DFA84B85B079D47063C45B2812F1879B641C0","123225","CF643487F12F3DF3BA8CC31D694DFA84B85B079D47063C45B2812F1879B641C0","123225","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:58","True","False"
"world","672","20260603094447_world","sql/database_updates/world/20260603094447_world.sql","8879b13057cc3c2b73af430b80ca39d0b60b375d","29299BCF8B4D35103E1339D7C0B73D138C0C45F68D155652DC2A76DB21790BF1","245555","29299BCF8B4D35103E1339D7C0B73D138C0C45F68D155652DC2A76DB21790BF1","245555","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:59","True","False"
"world","673","20260604214927_world","sql/database_updates/world/20260604214927_world.sql","340663099030d0fd9ca072a3a872cd16fb05e951","E87EB40A092A5088DBFF7C2C198AB418028A91BC5C391A3759D7660E143905B3","25242","567558AB39CB48FF8C598560FDD41F71069EF1D0D787574F8A8BC8F3ECA4C66D","24981","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:59","True","False"
"world","674","20260604222044_world","sql/database_updates/world/20260604222044_world.sql","d36240eaa1baf22713fe7bbc0c9ffe7a929ef3c2","97A07798A4CAD926E5827B2385115D5DA94F522F8A1E90F1A9C39C5639D26E5E","47718","51B13EAB7D037E783696C6A504FB16F8EAB8AF511BBA811C842A98F6851CE199","45818","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:59","True","False"
"world","675","20260605181338_world","sql/database_updates/world/20260605181338_world.sql","2d8c65da55e574f6f530b27d224e2c40e3f410cd","38E82E4DF544B7903422D066D739E5E863032C71E2CE33F5956154C79131FABD","432407","38E82E4DF544B7903422D066D739E5E863032C71E2CE33F5956154C79131FABD","432407","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:59","True","False"
"world","676","20260606120000_world","sql/database_updates/20260606120000_world.sql","7bb81dd6236e0d32206ed8689721906f5ee38371","723E38F3E382EC084E7F4C970E7E4D80168BADD1BD805D0EA55C2422D414F6AD","320","62DD28A9EA1318EE6118D0C8DE0C88F0004C4E0F399E85DCCBD32BD2304CF23E","316","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:59","True","False"
"world","677","20260606142438_world","sql/database_updates/world/20260606142438_world.sql","b32715266b4c062e107af35a96e369b532ce8c76","C20E48571F4B8758826DA479D88A70BA2987A85B54DB671D1ED310F8F3914953","2479","00DD4BA4C5796D9C6FA0673EE30A198B7379073276B7F3FDE3C299CBB5D7CB89","2353","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:55:59","True","False"
"world","678","20260608174707_world","sql/database_updates/world/20260608174707_world.sql","513cf99dc7ae51dffaa1771296dc5bd4ef5c662e","1FDBB3E3E5724AF3340BFAE1CF174BD64394CEA0F39C541B791DEEFE4C6F9B9A","160435","1FDBB3E3E5724AF3340BFAE1CF174BD64394CEA0F39C541B791DEEFE4C6F9B9A","160435","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:00","True","False"
"world","679","20260610134807_world","sql/database_updates/world/20260610134807_world.sql","45dc813e6669f660a08e143ea8986b8b2d311bb0","92D235AF280046165C412B2545BB6C7AC04A0B498E04F11A50B9210481F7D35F","63645","C5BFA7AFB9F7EB1D1958DE327E00ACEECE1B7F37EB674C6A1410C800E40B7BBA","62373","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:00","True","False"
"world","680","20260614120836_world","sql/database_updates/world/20260614120836_world.sql","9151ebfbd40fb98fb05f030764aff862292ebfe0","72523586DC66E6A077673BB026A666AFC482D496B6AB62DBBD760DCC0C984121","425123","E9321C11805C54EED4FCD83BFF31BFFBD67D9E4195B06690C92DC555EA071839","418339","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:00","True","False"
"world","681","20260614124739_world","sql/database_updates/world/20260614124739_world.sql","d0f95decc57344721c23b74e8b1184fd38e3bcd0","4C78D64246774F7141432945FC1121A2C9B5AF100BAC0A9B80AB51C4ABCD0F35","201507","19CCE93E3ADE6F3EC61CC15190B4C7B3CBE4ADD98AEC4967AFA9E3192A36D40B","199052","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:01","True","False"
"world","682","20260617120000_world","sql/database_updates/20260617120000_world.sql","eba4a462f1fc9ba42152a9a31181f83227250941","6DACE5B514B09CB4025E81FF4A69A32A956E9C47E5CB8D94C2DF3F3CB4FAAA2E","1309","1FD73C08A84BA5F65717416ED9D87E6372DE6F56E7BEE7F5D0E56438C26965AB","1272","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:01","True","False"
"world","683","20260618114919_world","sql/database_updates/world/20260618114919_world.sql","afe6e090adf9303323cf3d744997bc7285c787f7","9F3F398FBAF43C42599DF4951AD4309C9F4E40C0AAD1D9B2312FC6665A23F77A","923092","17B0F491ACDA5065F4971F59735D03BBADC32DE6966CBD1FF8FEA2646B4228ED","908645","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:01","True","False"
"world","684","20260618120000_world","sql/database_updates/20260618120000_world.sql","8891991f24f9e9e30c39c0fd07d289b999948b3f","F2D6E463151E4A1EE285250BC3B2E1D2147A2B437815E9D3208EB9A162B03E71","666","CE69046A8854A9BC879108BDD18574A1AAA28C9109DD328B445D0A305CDE488D","653","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:01","True","False"
"world","685","20260619123444_world","sql/database_updates/world/20260619123444_world.sql","ac4e8d3e52f9a9d70a2f68a84c7148ac2c57f29e","202A4555E34FCCE99684AD65FF700F7CAA9C3911308F30A7B8BAAE71C2B28734","9425","AAE11717B82669199287C7F5101281DED797F9823EB49765B07F877DEEB54FBF","9105","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:01","True","False"
"world","686","20260619155101_world","sql/database_updates/world/20260619155101_world.sql","94ccc734317acb2d35faf8ed8d90601df429cac6","F2EF8D1F6FCC140C9ADFD7583A1CD107C5DA9201C5B6684FA885F13732A8FD42","44777","066C5909FF7A60FAC7AEFA7B27AAEFFF782E1C4C7C5062C6A72E6AD928D4C4D5","43844","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:02","True","False"
"world","687","20260620003740_world","sql/database_updates/world/20260620003740_world.sql","4ffb70547c21728545038f75ee3d7aae68975152","63E4FFE22C01BB6FEDD7735FA69BFC1CD2CBF0DF37A8FB41A29E28FFEF4E38FF","26663","7C5E15EA809D1919F2BD7EB61A0E821732DBE0585C9A48B27FD2DFF11283772C","26010","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:02","True","False"
"world","688","20260620113716_world","sql/database_updates/world/20260620113716_world.sql","dadc082a1fb249f03d00978ebdfd13bb8f53027d","7A310B8E9C29E2F296276035A09E013CFE05B1F7A92CE80DCF9792B4788942F4","19055","4A2D0D83AA441BC81CA447CDA69D8DBDAD85AA5ADFCE12056439963F6DA03134","18589","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:02","True","False"
"world","689","20260620120000_world","sql/database_updates/20260620120000_world.sql","bbe07811ef1a57d25dc44106a75db0a58ee7ebd7","BFE4BC0D64369F1FB682270B6980549454BA4814B4D0557078C19DFB5A7E5E6A","495","A02F77B7E4192DCF37A187D0B49247BA3E5E9D63909B5D28F543BB865F4837D8","488","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:02","True","False"
"world","690","20260620130000_world","sql/database_updates/20260620130000_world.sql","102ea79e8d05b7faa05c9922a1702e471c9c47a6","6B069C111233D889F09FFF94DA51CE6932D7A2DEB7E1E8738E1807E2841C4C66","482","EED49A0304A2F35A5B42FCE13955721BF27A88D95A118929729EEA989B1B9DD8","478","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:02","True","False"
"world","691","20260620152800_world","sql/database_updates/world/20260620152800_world.sql","16dc1cb5f8b6da67a18d219907e981b508183ff8","CF4026ED1F64DEF98A902738144A7807C11EDCC1B1498BC5EAE21E0D3AA3AA9D","13353","FF4CB5A87A2476AA137B6F94F6689B5DC998B74B4FD8C169D20AF3D7484F9063","12985","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:02","True","False"
"world","692","20260620224628_world","sql/database_updates/world/20260620224628_world.sql","10a5696cec657a463365b92561f8105b6f5a7258","44D2EAAFE3B8E5E2456B97FFB0D6AAD1AE7EC877E898947F4F3F7DE18979CD15","62780","E1D0E24BEE33C2A2239F92900602AEF534D101259B774F4CD922BC1CD329CEE4","61387","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:02","True","False"
"world","693","20260622203054_world","sql/database_updates/world/20260622203054_world.sql","c3e1d7a9ea4d013ceab40b943015e80a415ef6c1","EF539204DEAFDAD6E664D5E8D0DA9B58088CE69FE69118AF70C11624856F70F6","19789","B773FC0FAE5DE9B05239177BE7665704C064C5A583A7CAF1CF4F785CFE3705CE","19327","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:03","True","False"
"world","694","20260624094237_world","sql/database_updates/world/20260624094237_world.sql","48d3d6dcf3119e3a3a6e81a615ebb2e46267ff57","D433D1AAF61DC2919DE66B5B15F2032BD192DF75B2782D02ED738C86827407A7","213114","182C3B92804D8DF28E3E8AF7709C3ED3BF7EBD611CEBEFB3A2710E012A91D5A0","211837","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:03","True","False"
"world","695","20260625083947_world","sql/database_updates/world/20260625083947_world.sql","9ea1a4576a8f45891e44064f44f4e88e2bfff144","A4D6AFC30D6329491E091D57DDF87341E93B12AF31CF1E915C41E76BE85FDF00","40059","7E021FD40DCFE385EEE6C22410F6047B5128628DA5291A5DD05E4CE3C3C1C605","39335","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:03","True","False"
"world","696","20260626153218_world","sql/database_updates/world/20260626153218_world.sql","31b5c854288292f78b294e63ddb8cc5ae572138a","F97BEE49523339E2CDAE321A93BCCB09BD46DD4B99AE91CBF715C07AAF02B324","25952","2F470F40A701E98A839A33428ABF54EBD11F8F945ACF17B685FA4314161F5A88","25298","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:03","True","False"
"world","697","20260628192033_world","sql/database_updates/world/20260628192033_world.sql","0dd00105daa232dbec0f5a578fdccd35437214fa","00758AD0B52A83BC1E4938D5EAFC97FBF573A6DAD5C5BC748E0ADD3941BA4FF5","25936","52E181DAFE4A65D163F0036A7BFEB874E7758DC686271DE03406B19869C71F61","25384","True","True","True","manual","documented_external_manual_import_marker_non_cryptographic","2026-08-25 18:56:03","True","False"
