"source_table","trainer_key","creature_entry","npc_name","faction","trainer_class","trainer_race","trainer_spell","spell_name_en","skill_id","reqlevel","reqskill","reqskillvalue","spellcost"
"npc_trainer","50070","50070","Rufus Hardwick","35","0","0","46052","Journeyman Survivalist","142","10","142","50","500"
"npc_trainer","62950","62950","Nallaeth","80","0","0","46052","Journeyman Survivalist","142","10","142","50","500"
"npc_trainer","62951","62951","Krennan Wildberry","12","0","0","46052","Journeyman Survivalist","142","10","142","50","500"
"npc_trainer","62954","62954","Eissinn Cragbelly","55","0","0","46052","Journeyman Survivalist","142","10","142","50","500"
"npc_trainer","62956","62956","Brakan","29","0","0","46052","Journeyman Survivalist","142","10","142","50","500"
"npc_trainer","62959","62959","Nasnan Hillcreek","104","0","0","46052","Journeyman Survivalist","142","10","142","50","500"
"npc_trainer","62961","62961","Cynthessa Grimblood","68","0","0","46052","Journeyman Survivalist","142","10","142","50","500"
"npc_trainer","62962","62962","Hellador Swiftluck","371","0","0","46052","Journeyman Survivalist","142","10","142","50","500"
"npc_trainer","62963","62963","Feebeld","1682","0","0","46052","Journeyman Survivalist","142","10","142","50","500"
"npc_trainer","62964","62964","Thonk","29","0","0","46052","Journeyman Survivalist","142","10","142","50","500"
"npc_trainer","62965","62965","Filadon Shieldarrow","80","0","0","46052","Journeyman Survivalist","142","10","142","50","500"
"npc_trainer","62966","62966","Karolina Cloven","68","0","0","46052","Journeyman Survivalist","142","10","142","50","500"
"npc_trainer","62967","62967","Dyrohrinn Boulderhorn","55","0","0","46052","Journeyman Survivalist","142","10","142","50","500"
"npc_trainer","63071","63071","Swampwalker Krug","29","0","0","46052","Journeyman Survivalist","142","10","142","50","500"
"npc_trainer","63072","63072","Nerean Stagtree","80","0","0","46052","Journeyman Survivalist","142","10","142","50","500"
"npc_trainer","63071","63071","Swampwalker Krug","29","0","0","46055","Expert Survivalist","142","20","142","125","250"
"npc_trainer","63072","63072","Nerean Stagtree","80","0","0","46055","Expert Survivalist","142","20","142","125","250"
"npc_trainer","50070","50070","Rufus Hardwick","35","0","0","46057","Artisan Survivalist","142","35","142","200","50000"
"npc_trainer","514","514","Smith Argus","12","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","957","957","Dane Lindgren","12","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","1241","1241","Tognus Flintfire","55","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","1383","1383","Snarl","29","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","2836","2836","Brikk Keencraft","120","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","2998","2998","Karn Stonehoof","104","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","3174","3174","Dwukk","29","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","3355","3355","Saru Steelfury","29","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","3557","3557","Guillaume Sorouy","68","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","4258","4258","Bengus Deepforge","55","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","4605","4605","Basil Frye","68","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","5511","5511","Therum Deepforge","12","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","6299","6299","Delfrum Flintbeard","80","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","10266","10266","Ug'thok","29","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","10276","10276","Rotgath Stonebeard","55","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","10277","10277","Groum Stonebeard","55","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","10278","10278","Thrag Stonehoof","104","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","61277","61277","Todd Bolder","84","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","62143","62143","Smith Martin","12","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","63056","63056","Ulf Stonetotem","104","0","0","2020","Apprentice Blacksmith","164","0","0","0","9"
"npc_trainer","1383","1383","Snarl","29","0","0","2021","Journeyman Blacksmith","164","0","164","50","450"
"npc_trainer","2836","2836","Brikk Keencraft","120","0","0","2021","Journeyman Blacksmith","164","0","164","50","450"
"npc_trainer","2998","2998","Karn Stonehoof","104","0","0","2021","Journeyman Blacksmith","164","0","164","50","450"
"npc_trainer","3136","3136","Clarise Gnarltree","12","0","0","2021","Journeyman Blacksmith","164","0","164","50","450"
"npc_trainer","3355","3355","Saru Steelfury","29","0","0","2021","Journeyman Blacksmith","164","0","164","50","450"
"npc_trainer","3478","3478","Traugh","29","0","0","2021","Journeyman Blacksmith","164","0","164","50","450"
"npc_trainer","4258","4258","Bengus Deepforge","55","0","0","2021","Journeyman Blacksmith","164","0","164","50","450"
"npc_trainer","4596","4596","James Van Brunt","68","0","0","2021","Journeyman Blacksmith","164","0","164","50","450"
"npc_trainer","5511","5511","Therum Deepforge","12","0","0","2021","Journeyman Blacksmith","164","0","164","50","450"
"npc_trainer","10276","10276","Rotgath Stonebeard","55","0","0","2021","Journeyman Blacksmith","164","0","164","50","450"
"npc_trainer","61277","61277","Todd Bolder","84","0","0","2021","Journeyman Blacksmith","164","0","164","50","450"
"npc_trainer","62143","62143","Smith Martin","12","0","0","2021","Journeyman Blacksmith","164","0","164","50","450"
"npc_trainer","63056","63056","Ulf Stonetotem","104","0","0","2021","Journeyman Blacksmith","164","0","164","50","450"
"npc_trainer","2836","2836","Brikk Keencraft","120","0","0","3539","Expert Blacksmith","164","0","164","125","4500"
"npc_trainer","3355","3355","Saru Steelfury","29","0","0","3539","Expert Blacksmith","164","0","164","125","4500"
"npc_trainer","4258","4258","Bengus Deepforge","55","0","0","3539","Expert Blacksmith","164","0","164","125","4500"
"npc_trainer","61277","61277","Todd Bolder","84","0","0","3539","Expert Blacksmith","164","0","164","125","4500"
"npc_trainer","63056","63056","Ulf Stonetotem","104","0","0","3539","Expert Blacksmith","164","0","164","125","4500"
"npc_trainer","2836","2836","Brikk Keencraft","120","0","0","9786","Artisan Blacksmith","164","0","164","200","50000"
"npc_trainer","63056","63056","Ulf Stonetotem","104","0","0","9786","Artisan Blacksmith","164","0","164","200","50000"
"npc_trainer","1385","1385","Brawn","29","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","3365","3365","Karolek","29","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","3703","3703","Krulmoo Fullmoon","104","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","3967","3967","Aayndia Floralwind","80","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","4212","4212","Telonis","80","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","4588","4588","Arthur Moore","68","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","5040","5040","World Leatherworking Trainer","35","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","5127","5127","Fimble Finespindle","875","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","5564","5564","Simon Tanner","12","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","7866","7866","Peter Galen","12","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","7867","7867","Thorkaf Dragoneye","29","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","7868","7868","Sarah Tanner","12","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","7869","7869","Brumn Winterhoof","104","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","7870","7870","Caryssia Moonhunter","80","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","8153","8153","Narv Hidecrafter","104","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","11081","11081","Faldron","80","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","11084","11084","Tarn","104","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","61840","61840","Shandlar Thethis","371","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","62864","62864","Master Craftsman T'kalpa","160","0","0","2154","Journeyman Leatherworking","165","0","165","50","500"
"npc_trainer","223","223","Dan Golthas","68","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","1466","1466","Gretta Finespindle","55","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","1632","1632","Adele Fielder","12","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","3008","3008","Mak","104","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","3069","3069","Chaw Stronghide","104","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","3549","3549","Shelene Rhobart","68","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","3605","3605","Nadyia Maneweaver","80","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","4212","4212","Telonis","80","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","5040","5040","World Leatherworking Trainer","35","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","5784","5784","Waldor","35","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","5811","5811","Kamari","29","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","7866","7866","Peter Galen","12","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","7867","7867","Thorkaf Dragoneye","29","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","7868","7868","Sarah Tanner","12","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","7869","7869","Brumn Winterhoof","104","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","7870","7870","Caryssia Moonhunter","80","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","11083","11083","Darianna","80","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","11096","11096","Randal Worth","12","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","60511","60511","Zantiki","126","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","61840","61840","Shandlar Thethis","371","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","62864","62864","Master Craftsman T'kalpa","160","0","0","2155","Apprentice Leatherworking","165","0","0","0","10"
"npc_trainer","3007","3007","Una","104","0","0","3812","Expert Leatherworking","165","0","165","125","5000"
"npc_trainer","4212","4212","Telonis","80","0","0","3812","Expert Leatherworking","165","0","165","125","5000"
"npc_trainer","5040","5040","World Leatherworking Trainer","35","0","0","3812","Expert Leatherworking","165","0","165","125","5000"
"npc_trainer","7870","7870","Caryssia Moonhunter","80","0","0","3812","Expert Leatherworking","165","0","165","125","5000"
"npc_trainer","5040","5040","World Leatherworking Trainer","35","0","0","10663","Artisan Leatherworking","165","0","165","200","50000"
"npc_trainer","7870","7870","Caryssia Moonhunter","80","0","0","10663","Artisan Leatherworking","165","0","165","200","50000"
"npc_trainer","11097","11097","Drakk Stonehand","694","0","0","10663","Artisan Leatherworking","165","0","165","200","50000"
"npc_trainer","11098","11098","Hahrana Ironhide","104","0","0","10663","Artisan Leatherworking","165","0","165","200","50000"
"npc_trainer","91400","91400","Raz'Dag","83","0","0","10663","Artisan Leatherworking","165","0","165","200","50000"
"npc_trainer","1215","1215","Alchemist Mallory","12","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","1246","1246","Vosur Brakthel","55","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","1386","1386","Rogvar","29","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","1470","1470","Ghak Healtouch","55","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","2132","2132","Carolai Anise","68","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","2391","2391","Serge Hinott","68","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","3009","3009","Bena Winterhoof","104","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","3184","3184","Miao'zan","126","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","3347","3347","Yelmak","29","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","3603","3603","Cyndra Kindwhisper","80","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","3964","3964","Kylanna","80","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","4160","4160","Ainethil","80","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","4609","4609","Doctor Marsh","68","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","4611","4611","Doctor Herbert Halsey","68","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","4900","4900","Alchemist Narett","894","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","5032","5032","World Alchemy Trainer","35","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","5177","5177","Tally Berryfizz","875","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","5499","5499","Lilyssia Nightbreeze","12","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","5500","5500","Tel'Athir","12","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","7948","7948","Kylanna Windwhisper","80","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","11041","11041","Milla Fairancora","80","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","11042","11042","Sylvanna Forestmoon","80","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","11044","11044","Doctor Martin Felben","68","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","11046","11046","Whuut","29","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","11047","11047","Kray","104","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","61740","61740","Yox Rackgadg","1682","0","0","2275","Apprentice Alchemist","171","5","0","0","10"
"npc_trainer","61835","61835","Telina Shadehand","371","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","62299","62299","The Witch of Northwind","35","0","0","2275","Apprentice Alchemist","171","0","0","0","10"
"npc_trainer","91202","91202","Tammix Razzfire","1682","0","0","2275","Apprentice Alchemist","171","5","0","0","10"
"npc_trainer","1386","1386","Rogvar","29","0","0","2280","Journeyman Alchemist","171","0","171","50","450"
"npc_trainer","2391","2391","Serge Hinott","68","0","0","2280","Journeyman Alchemist","171","0","171","50","450"
"npc_trainer","3009","3009","Bena Winterhoof","104","0","0","2280","Journeyman Alchemist","171","0","171","50","500"
"npc_trainer","3347","3347","Yelmak","29","0","0","2280","Journeyman Alchemist","171","0","171","50","450"
"npc_trainer","3964","3964","Kylanna","80","0","0","2280","Journeyman Alchemist","171","0","171","50","450"
"npc_trainer","4160","4160","Ainethil","80","0","0","2280","Journeyman Alchemist","171","0","171","50","450"
"npc_trainer","4609","4609","Doctor Marsh","68","0","0","2280","Journeyman Alchemist","171","0","171","50","450"
"npc_trainer","4611","4611","Doctor Herbert Halsey","68","0","0","2280","Journeyman Alchemist","171","0","171","50","450"
"npc_trainer","4900","4900","Alchemist Narett","894","0","0","2280","Journeyman Alchemist","171","0","171","50","450"
"npc_trainer","5032","5032","World Alchemy Trainer","35","0","0","2280","Journeyman Alchemist","171","0","171","50","500"
"npc_trainer","5177","5177","Tally Berryfizz","875","0","0","2280","Journeyman Alchemist","171","0","171","50","450"
"npc_trainer","5499","5499","Lilyssia Nightbreeze","12","0","0","2280","Journeyman Alchemist","171","0","171","50","450"
"npc_trainer","7948","7948","Kylanna Windwhisper","80","0","0","2280","Journeyman Alchemist","171","0","171","50","450"
"npc_trainer","11042","11042","Sylvanna Forestmoon","80","0","0","2280","Journeyman Alchemist","171","0","171","50","450"
"npc_trainer","61835","61835","Telina Shadehand","371","0","0","2280","Journeyman Alchemist","171","0","171","50","500"
"npc_trainer","62299","62299","The Witch of Northwind","35","0","0","2280","Journeyman Alchemist","171","0","171","50","450"
"npc_trainer","1386","1386","Rogvar","29","0","0","3465","Expert Alchemist","171","0","171","125","5000"
"npc_trainer","4160","4160","Ainethil","80","0","0","3465","Expert Alchemist","171","0","171","125","5000"
"npc_trainer","4611","4611","Doctor Herbert Halsey","68","0","0","3465","Expert Alchemist","171","0","171","125","5000"
"npc_trainer","5032","5032","World Alchemy Trainer","35","0","0","3465","Expert Alchemist","171","0","171","125","5000"
"npc_trainer","7948","7948","Kylanna Windwhisper","80","0","0","3465","Expert Alchemist","171","0","171","125","5000"
"npc_trainer","1386","1386","Rogvar","29","0","0","11612","Artisan Alchemist","171","0","171","200","45000"
"npc_trainer","5032","5032","World Alchemy Trainer","35","0","0","11612","Artisan Alchemist","171","0","171","200","45000"
"npc_trainer","7948","7948","Kylanna Windwhisper","80","0","0","11612","Artisan Alchemist","171","0","171","200","45000"
"npc_trainer","812","812","Alma Jainrose","12","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","908","908","Flora Silverwind","120","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","1218","1218","Herbalist Pomeroy","12","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","1458","1458","Telurinon Moonshadow","55","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","1473","1473","Kali Healtouch","55","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","2114","2114","Faruza","68","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","2390","2390","Aranae Venomblood","68","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","2856","2856","Angrun","29","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","3013","3013","Komin Winterhoof","104","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","3185","3185","Mishiki","126","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","3404","3404","Jandi","126","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","3604","3604","Malorne Bladeleaf","80","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","3965","3965","Cylania Rootstalker","80","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","4204","4204","Firodren Mooncaller","80","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","4614","4614","Martha Alliestar","68","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","4898","4898","Brant Jasperbloom","894","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","5137","5137","Reyna Stonebranch","55","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","5502","5502","Shylamiir","12","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","5566","5566","Tannysa","12","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","8146","8146","Ruw","104","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","12025","12025","Malvor","994","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","61739","61739","Sasha Linelight","1682","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","61842","61842","Delarion Featherwing","80","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","62286","62286","Pinky Tosslehouse","12","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","62974","62974","Herbalist Moka","104","0","0","2372","Apprentice Herbalist","182","0","0","0","10"
"npc_trainer","812","812","Alma Jainrose","12","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","908","908","Flora Silverwind","120","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","1218","1218","Herbalist Pomeroy","12","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","1458","1458","Telurinon Moonshadow","55","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","1473","1473","Kali Healtouch","55","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","2114","2114","Faruza","68","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","2390","2390","Aranae Venomblood","68","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","2856","2856","Angrun","29","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","3013","3013","Komin Winterhoof","104","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","3185","3185","Mishiki","126","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","3404","3404","Jandi","126","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","3604","3604","Malorne Bladeleaf","80","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","3965","3965","Cylania Rootstalker","80","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","4204","4204","Firodren Mooncaller","80","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","4614","4614","Martha Alliestar","68","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","4898","4898","Brant Jasperbloom","894","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","5137","5137","Reyna Stonebranch","55","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","5502","5502","Shylamiir","12","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","5566","5566","Tannysa","12","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","8146","8146","Ruw","104","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","12025","12025","Malvor","994","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","62286","62286","Pinky Tosslehouse","12","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","62974","62974","Herbalist Moka","104","0","0","2373","Journeyman Herbalist","182","0","182","50","500"
"npc_trainer","812","812","Alma Jainrose","12","0","0","3571","Expert Herbalist","182","0","182","125","5000"
