population_key\tbot_guid\tskill_id\tskill_value\tskill_maximum
active_random_rotation	18287	415	1	1
active_random_rotation	18288	38	5	5
active_random_rotation	18288	95	4	5
active_random_rotation	18288	98	300	300
active_random_rotation	18288	162	1	5
active_random_rotation	18288	173	5	5
active_random_rotation	18288	176	1	5
active_random_rotation	18288	183	5	5
active_random_rotation	18288	253	5	5
active_random_rotation	18288	313	300	300
active_random_rotation	18288	414	1	1
active_random_rotation	18288	415	1	1
active_random_rotation	18288	753	5	5
active_random_rotation	18289	46	5	10
active_random_rotation	18289	51	10	10
active_random_rotation	18289	95	10	10
active_random_rotation	18289	109	300	300
active_random_rotation	18289	162	1	10
active_random_rotation	18289	163	10	10
active_random_rotation	18289	173	10	10
active_random_rotation	18289	183	10	10
active_random_rotation	18289	414	1	1
active_random_rotation	18289	415	1	1
active_random_rotation	18533	6	5	5
active_random_rotation	18533	8	5	5
active_random_rotation	18533	95	1	5
active_random_rotation	18533	109	300	300
active_random_rotation	18533	136	1	5
active_random_rotation	18533	162	1	5
active_random_rotation	18533	183	5	5
active_random_rotation	18533	228	1	5
active_random_rotation	18533	415	1	1
active_random_rotation	18534	6	5	5
active_random_rotation	18534	8	5	5
active_random_rotation	18534	95	1	5
active_random_rotation	18534	109	300	300
active_random_rotation	18534	136	1	5
active_random_rotation	18534	162	1	5
active_random_rotation	18534	183	5	5
active_random_rotation	18534	220	5	5
active_random_rotation	18534	228	1	5
active_random_rotation	18534	415	1	1
active_random_rotation	18534	673	300	300
active_random_rotation	18535	95	1	5
active_random_rotation	18535	109	300	300
active_random_rotation	18535	162	1	5
active_random_rotation	18535	173	1	5
active_random_rotation	18535	183	5	5
active_random_rotation	18535	228	1	5
active_random_rotation	18535	354	5	5
active_random_rotation	18535	415	1	1
active_random_rotation	18535	593	5	5
active_random_rotation	18536	95	1	5
active_random_rotation	18536	98	300	300
active_random_rotation	18536	162	1	5
active_random_rotation	18536	173	1	5
active_random_rotation	18536	183	5	5
active_random_rotation	18536	228	1	5
active_random_rotation	18536	313	300	300
active_random_rotation	18536	354	5	5
active_random_rotation	18536	415	1	1
active_random_rotation	18536	593	5	5
active_random_rotation	18536	753	5	5
active_random_rotation	18537	45	1	5
active_random_rotation	18537	51	5	5
active_random_rotation	18537	95	1	5
active_random_rotation	18537	98	300	300
active_random_rotation	18537	162	1	5
active_random_rotation	18537	163	5	5
active_random_rotation	18537	173	1	5
active_random_rotation	18537	183	5	5
active_random_rotation	18537	414	1	1
active_random_rotation	18537	415	1	1
active_random_rotation	18537	754	5	5
active_random_rotation	18538	95	1	5
active_random_rotation	18538	98	300	300
active_random_rotation	18538	113	300	300
active_random_rotation	18538	126	5	5
active_random_rotation	18538	136	1	5
active_random_rotation	18538	162	1	5
active_random_rotation	18538	173	1	5
active_random_rotation	18538	183	5	5
active_random_rotation	18538	414	1	1
active_random_rotation	18538	415	1	1
active_random_rotation	18538	573	5	5
active_random_rotation	18538	574	5	5
active_random_rotation	18539	46	1	5
active_random_rotation	18539	51	5	5
active_random_rotation	18539	95	1	5
active_random_rotation	18539	109	300	300
active_random_rotation	18539	162	1	5
active_random_rotation	18539	163	5	5
active_random_rotation	18539	173	1	5
active_random_rotation	18539	183	5	5
active_random_rotation	18539	414	1	1
active_random_rotation	18539	415	1	1
active_random_rotation	18540	26	5	5
active_random_rotation	18540	43	1	5
active_random_rotation	18540	54	1	5
active_random_rotation	18540	95	1	5
active_random_rotation	18540	109	300	300
active_random_rotation	18540	162	1	5
active_random_rotation	18540	173	1	5
active_random_rotation	18540	183	5	5
active_random_rotation	18540	413	1	1
active_random_rotation	18540	414	1	1
active_random_rotation	18540	415	1	1
active_random_rotation	18540	433	1	1
active_random_rotation	18541	95	1	5
active_random_rotation	18541	98	300	300
active_random_rotation	18541	162	1	5
active_random_rotation	18541	173	1	5
active_random_rotation	18541	183	5	5
active_random_rotation	18541	228	1	5
active_random_rotation	18541	354	5	5
active_random_rotation	18541	415	1	1
active_random_rotation	18541	593	5	5
active_random_rotation	18541	754	5	5
active_random_rotation	18587	26	5	5
active_random_rotation	18587	43	1	5
active_random_rotation	18587	54	1	5
active_random_rotation	18587	95	1	5
active_random_rotation	18587	98	300	300
active_random_rotation	18587	113	300	300
active_random_rotation	18587	126	5	5
active_random_rotation	18587	162	1	5
active_random_rotation	18587	173	1	5
active_random_rotation	18587	183	5	5
active_random_rotation	18587	413	1	1
active_random_rotation	18587	414	1	1
active_random_rotation	18587	415	1	1
active_random_rotation	18587	433	1	1
active_random_rotation	18588	45	1	5
active_random_rotation	18588	51	5	5
active_random_rotation	18588	95	1	5
active_random_rotation	18588	98	300	300
active_random_rotation	18588	162	1	5
active_random_rotation	18588	163	5	5
active_random_rotation	18588	173	1	5
active_random_rotation	18588	183	5	5
active_random_rotation	18588	414	1	1
active_random_rotation	18588	415	1	1
active_random_rotation	18588	754	5	5
active_random_rotation	18589	45	1	5
active_random_rotation	18589	51	5	5
active_random_rotation	18589	95	1	5
active_random_rotation	18589	98	300	300
active_random_rotation	18589	162	1	5
active_random_rotation	18589	163	5	5
active_random_rotation	18589	173	1	5
active_random_rotation	18589	183	5	5
active_random_rotation	18589	414	1	1
active_random_rotation	18589	415	1	1
active_random_rotation	18589	754	5	5
active_random_rotation	18590	38	5	5
active_random_rotation	18590	95	1	5
active_random_rotation	18590	109	300	300
active_random_rotation	18590	162	1	5
active_random_rotation	18590	173	1	5
active_random_rotation	18590	176	1	5
active_random_rotation	18590	183	5	5
active_random_rotation	18590	253	5	5
active_random_rotation	18590	414	1	1
active_random_rotation	18590	415	1	1
active_random_rotation	18591	26	5	5
active_random_rotation	18591	43	1	5
active_random_rotation	18591	54	1	5
active_random_rotation	18591	95	1	5
active_random_rotation	18591	109	300	300
active_random_rotation	18591	162	1	5
active_random_rotation	18591	173	1	5
active_random_rotation	18591	183	5	5
active_random_rotation	18591	413	1	1
active_random_rotation	18591	414	1	1
active_random_rotation	18591	415	1	1
active_random_rotation	18591	433	1	1
active_random_rotation	18592	43	1	5
active_random_rotation	18592	54	1	5
active_random_rotation	18592	55	1	5
active_random_rotation	18592	95	1	5
active_random_rotation	18592	98	300	300
active_random_rotation	18592	137	300	300
active_random_rotation	18592	160	1	5
active_random_rotation	18592	162	1	5
active_random_rotation	18592	183	5	5
active_random_rotation	18592	413	1	1
active_random_rotation	18592	414	1	1
active_random_rotation	18592	415	1	1
active_random_rotation	18592	433	1	1
active_random_rotation	18592	594	5	5
active_random_rotation	18593	43	1	5
active_random_rotation	18593	54	1	5
active_random_rotation	18593	55	1	5
active_random_rotation	18593	95	1	5
active_random_rotation	18593	98	300	300
active_random_rotation	18593	137	300	300
active_random_rotation	18593	160	1	5
active_random_rotation	18593	162	1	5
active_random_rotation	18593	183	5	5
active_random_rotation	18593	413	1	1
active_random_rotation	18593	414	1	1
active_random_rotation	18593	415	1	1
active_random_rotation	18593	433	1	1
active_random_rotation	18593	594	5	5
active_random_rotation	18594	46	1	5
active_random_rotation	18594	51	5	5
active_random_rotation	18594	95	1	5
active_random_rotation	18594	109	300	300
active_random_rotation	18594	162	1	5
active_random_rotation	18594	163	5	5
active_random_rotation	18594	173	1	5
active_random_rotation	18594	183	5	5
active_random_rotation	18594	414	1	1
active_random_rotation	18594	415	1	1
active_random_rotation	18595	6	5	5
active_random_rotation	18595	8	5	5
active_random_rotation	18595	95	1	5
active_random_rotation	18595	109	300	300
active_random_rotation	18595	136	1	5
active_random_rotation	18595	162	1	5
active_random_rotation	18595	183	5	5
active_random_rotation	18595	228	1	5
active_random_rotation	18595	415	1	1
active_random_rotation	19028	38	5	5
active_random_rotation	19028	95	4	5
active_random_rotation	19028	98	300	300
active_random_rotation	19028	137	300	300
active_random_rotation	19028	162	1	5
active_random_rotation	19028	173	5	5
active_random_rotation	19028	176	1	5
active_random_rotation	19028	183	5	5
active_random_rotation	19028	253	5	5
active_random_rotation	19028	414	1	1
active_random_rotation	19028	415	1	1
active_random_rotation	19029	44	10	10
active_random_rotation	19029	46	4	10
active_random_rotation	19029	51	10	10
active_random_rotation	19029	95	8	10
active_random_rotation	19029	109	300	300
active_random_rotation	19029	115	300	300
active_random_rotation	19029	124	10	10
active_random_rotation	19029	162	1	10
active_random_rotation	19029	163	10	10
active_random_rotation	19029	183	10	10
active_random_rotation	19029	414	1	1
active_random_rotation	19029	415	1	1
active_random_rotation	19030	45	10	10
active_random_rotation	19030	51	10	10
active_random_rotation	19030	95	1	10
active_random_rotation	19030	98	300	300
active_random_rotation	19030	113	300	300
active_random_rotation	19030	126	10	10
active_random_rotation	19030	162	1	10
active_random_rotation	19030	163	10	10
active_random_rotation	19030	173	1	10
active_random_rotation	19030	183	10	10
active_random_rotation	19030	414	1	1
active_random_rotation	19030	415	1	1
active_random_rotation	19031	54	1	5
active_random_rotation	19031	95	1	5
active_random_rotation	19031	109	300	300
active_random_rotation	19031	115	300	300
active_random_rotation	19031	124	5	5
active_random_rotation	19031	136	1	5
active_random_rotation	19031	162	1	5
active_random_rotation	19031	183	5	5
active_random_rotation	19031	414	1	1
active_random_rotation	19031	415	1	1
active_random_rotation	19031	573	5	5
active_random_rotation	19031	574	5	5
active_random_rotation	19032	26	10	10
active_random_rotation	19032	43	10	10
active_random_rotation	19032	54	1	10
active_random_rotation	19032	95	10	10
active_random_rotation	19032	98	300	300
active_random_rotation	19032	162	1	10
active_random_rotation	19032	173	1	10
active_random_rotation	19032	183	10	10
active_random_rotation	19032	313	300	300
active_random_rotation	19032	413	1	1
active_random_rotation	19032	414	1	1
active_random_rotation	19032	415	1	1
active_random_rotation	19032	433	1	1
active_random_rotation	19032	753	10	10
active_random_rotation	19033	44	15	15
active_random_rotation	19033	46	5	15
active_random_rotation	19033	51	15	15
active_random_rotation	19033	95	15	15
active_random_rotation	19033	98	300	300
active_random_rotation	19033	101	15	15
active_random_rotation	19033	111	300	300
active_random_rotation	19033	162	1	15
active_random_rotation	19033	163	15	15
active_random_rotation	19033	183	15	15
active_random_rotation	19033	414	1	1
active_random_rotation	19033	415	1	1
active_random_rotation	19034	45	5	10
active_random_rotation	19034	51	10	10
active_random_rotation	19034	95	4	10
active_random_rotation	19034	98	300	300
active_random_rotation	19034	113	300	300
active_random_rotation	19034	126	10	10
active_random_rotation	19034	162	1	10
active_random_rotation	19034	163	10	10
active_random_rotation	19034	173	10	10
active_random_rotation	19034	183	10	10
active_random_rotation	19034	414	1	1
active_random_rotation	19034	415	1	1
active_random_rotation	19035	43	1	10
active_random_rotation	19035	54	1	10
active_random_rotation	19035	55	10	10
active_random_rotation	19035	95	10	10
active_random_rotation	19035	98	300	300
active_random_rotation	19035	137	300	300
active_random_rotation	19035	160	1	10
active_random_rotation	19035	162	1	10
active_random_rotation	19035	183	10	10
active_random_rotation	19035	267	10	10
active_random_rotation	19035	413	1	1
active_random_rotation	19035	414	1	1
active_random_rotation	19035	415	1	1
active_random_rotation	19035	433	1	1
active_random_rotation	19035	594	10	10
active_random_rotation	19036	54	1	5
active_random_rotation	19036	95	5	5
active_random_rotation	19036	109	300	300
active_random_rotation	19036	115	300	300
active_random_rotation	19036	124	5	5
active_random_rotation	19036	136	5	5
active_random_rotation	19036	162	1	5
active_random_rotation	19036	183	5	5
active_random_rotation	19036	414	1	1
active_random_rotation	19036	415	1	1
active_random_rotation	19036	573	5	5
active_random_rotation	19036	574	5	5
active_random_rotation	19127	26	10	10
active_random_rotation	19127	43	10	10
active_random_rotation	19127	54	1	10
active_random_rotation	19127	95	10	10
active_random_rotation	19127	109	300	300
active_random_rotation	19127	162	1	10
active_random_rotation	19127	173	1	10
active_random_rotation	19127	183	10	10
active_random_rotation	19127	413	1	1
active_random_rotation	19127	414	1	1
active_random_rotation	19127	415	1	1
active_random_rotation	19127	433	1	1
active_random_rotation	19128	54	1	10
active_random_rotation	19128	56	10	10
active_random_rotation	19128	95	10	10
active_random_rotation	19128	98	300	300
active_random_rotation	19128	137	300	300
active_random_rotation	19128	162	1	10
active_random_rotation	19128	183	10	10
active_random_rotation	19128	228	1	10
active_random_rotation	19128	415	1	1
active_random_rotation	19129	43	1	10
active_random_rotation	19129	54	1	10
active_random_rotation	19129	55	5	10
active_random_rotation	19129	95	5	10
active_random_rotation	19129	98	300	300
active_random_rotation	19129	137	300	300
active_random_rotation	19129	160	1	10
active_random_rotation	19129	162	1	10
active_random_rotation	19129	183	10	10
active_random_rotation	19129	413	1	1
active_random_rotation	19129	414	1	1
active_random_rotation	19129	415	1	1
active_random_rotation	19129	433	1	1
active_random_rotation	19129	594	10	10
active_random_rotation	19130	38	10	10
active_random_rotation	19130	95	10	10
active_random_rotation	19130	98	300	300
active_random_rotation	19130	137	300	300
active_random_rotation	19130	162	1	10
active_random_rotation	19130	173	10	10
active_random_rotation	19130	176	1	10
active_random_rotation	19130	183	10	10
active_random_rotation	19130	253	10	10
active_random_rotation	19130	414	1	1
active_random_rotation	19130	415	1	1
active_random_rotation	19131	45	5	15
active_random_rotation	19131	51	15	15
active_random_rotation	19131	95	13	15
active_random_rotation	19131	98	300	300
active_random_rotation	19131	113	300	300
active_random_rotation	19131	126	15	15
active_random_rotation	19131	162	1	15
active_random_rotation	19131	163	15	15
active_random_rotation	19131	173	15	15
active_random_rotation	19131	183	15	15
active_random_rotation	19131	414	1	1
active_random_rotation	19131	415	1	1
active_random_rotation	19132	44	10	10
active_random_rotation	19132	45	5	10
active_random_rotation	19132	51	10	10
active_random_rotation	19132	95	10	10
active_random_rotation	19132	109	300	300
active_random_rotation	19132	125	10	10
active_random_rotation	19132	162	1	10
active_random_rotation	19132	163	10	10
active_random_rotation	19132	183	10	10
active_random_rotation	19132	414	1	1
active_random_rotation	19132	415	1	1
active_random_rotation	19133	38	15	15
active_random_rotation	19133	95	15	15
active_random_rotation	19133	109	300	300
active_random_rotation	19133	162	1	15
active_random_rotation	19133	173	15	15
active_random_rotation	19133	176	1	15
active_random_rotation	19133	183	15	15
active_random_rotation	19133	220	15	15
active_random_rotation	19133	253	15	15
active_random_rotation	19133	414	1	1
active_random_rotation	19133	415	1	1
active_random_rotation	19133	673	300	300
active_random_rotation	19134	38	10	10
active_random_rotation	19134	95	10	10
active_random_rotation	19134	109	300	300
active_random_rotation	19134	162	1	10
active_random_rotation	19134	173	10	10
active_random_rotation	19134	176	1	10
active_random_rotation	19134	183	10	10
active_random_rotation	19134	253	10	10
active_random_rotation	19134	414	1	1
active_random_rotation	19134	415	1	1
active_random_rotation	19135	54	1	15
active_random_rotation	19135	56	15	15
active_random_rotation	19135	95	7	15
active_random_rotation	19135	98	300	300
active_random_rotation	19135	113	300	300
active_random_rotation	19135	126	15	15
active_random_rotation	19135	162	1	15
active_random_rotation	19135	183	15	15
active_random_rotation	19135	228	1	15
active_random_rotation	19135	415	1	1
active_random_rotation	19161	45	1	5
active_random_rotation	19161	51	5	5
active_random_rotation	19161	95	1	5
active_random_rotation	19161	98	300	300
active_random_rotation	19161	162	1	5
active_random_rotation	19161	163	5	5
active_random_rotation	19161	173	1	5
active_random_rotation	19161	183	5	5
active_random_rotation	19161	414	1	1
active_random_rotation	19161	415	1	1
active_random_rotation	19161	754	5	5
active_random_rotation	19253	38	10	10
active_random_rotation	19253	95	8	10
active_random_rotation	19253	98	300	300
active_random_rotation	19253	113	300	300
active_random_rotation	19253	126	10	10
active_random_rotation	19253	162	1	10
active_random_rotation	19253	173	10	10
active_random_rotation	19253	176	1	10
active_random_rotation	19253	183	10	10
active_random_rotation	19253	253	10	10
active_random_rotation	19253	414	1	1
active_random_rotation	19253	415	1	1
active_random_rotation	19254	26	10	10
active_random_rotation	19254	43	10	10
active_random_rotation	19254	54	1	10
active_random_rotation	19254	55	1	10
active_random_rotation	19254	95	10	10
active_random_rotation	19254	98	300	300
active_random_rotation	19254	137	300	300
active_random_rotation	19254	162	1	10
active_random_rotation	19254	183	10	10
active_random_rotation	19254	413	1	1
active_random_rotation	19254	414	1	1
active_random_rotation	19254	415	1	1
active_random_rotation	19254	433	1	1
active_random_rotation	19255	54	10	10
active_random_rotation	19255	95	10	10
active_random_rotation	19255	109	300	300
active_random_rotation	19255	115	300	300
active_random_rotation	19255	124	10	10
active_random_rotation	19255	136	1	10
active_random_rotation	19255	160	1	10
active_random_rotation	19255	162	1	10
active_random_rotation	19255	172	1	10
active_random_rotation	19255	183	10	10
active_random_rotation	19255	374	10	10
active_random_rotation	19255	375	10	10
active_random_rotation	19255	414	1	1
active_random_rotation	19255	415	1	1
active_random_rotation	19255	433	1	1
active_random_rotation	19256	38	10	10
active_random_rotation	19256	95	10	10
active_random_rotation	19256	98	300	300
active_random_rotation	19256	113	300	300
active_random_rotation	19256	126	10	10
active_random_rotation	19256	162	1	10
active_random_rotation	19256	173	10	10
active_random_rotation	19256	176	1	10
active_random_rotation	19256	183	10	10
active_random_rotation	19256	253	10	10
active_random_rotation	19256	414	1	1
active_random_rotation	19256	415	1	1
active_random_rotation	19257	26	10	10
active_random_rotation	19257	43	10	10
active_random_rotation	19257	54	1	10
active_random_rotation	19257	55	1	10
active_random_rotation	19257	95	10	10
active_random_rotation	19257	98	300	300
active_random_rotation	19257	137	300	300
active_random_rotation	19257	162	1	10
active_random_rotation	19257	183	10	10
active_random_rotation	19257	413	1	1
active_random_rotation	19257	414	1	1
active_random_rotation	19257	415	1	1
active_random_rotation	19257	433	1	1
active_random_rotation	19258	44	10	10
active_random_rotation	19258	46	5	10
active_random_rotation	19258	51	10	10
active_random_rotation	19258	95	10	10
active_random_rotation	19258	98	300	300
active_random_rotation	19258	101	10	10
active_random_rotation	19258	111	300	300
active_random_rotation	19258	162	1	10
active_random_rotation	19258	163	10	10
active_random_rotation	19258	183	10	10
active_random_rotation	19258	414	1	1
active_random_rotation	19258	415	1	1
active_random_rotation	19259	95	8	10
active_random_rotation	19259	109	300	300
active_random_rotation	19259	162	1	10
active_random_rotation	19259	173	1	10
active_random_rotation	19259	183	10	10
active_random_rotation	19259	228	1	10
active_random_rotation	19259	354	10	10
active_random_rotation	19259	415	1	1
active_random_rotation	19259	593	10	10
active_random_rotation	19260	38	15	15
active_random_rotation	19260	95	13	15
active_random_rotation	19260	98	300	300
active_random_rotation	19260	137	300	300
active_random_rotation	19260	162	1	15
active_random_rotation	19260	173	15	15
active_random_rotation	19260	176	1	15
active_random_rotation	19260	183	15	15
active_random_rotation	19260	253	15	15
active_random_rotation	19260	414	1	1
active_random_rotation	19260	415	1	1
active_random_rotation	19261	54	1	5
active_random_rotation	19261	95	1	5
active_random_rotation	19261	109	300	300
active_random_rotation	19261	115	300	300
active_random_rotation	19261	124	5	5
active_random_rotation	19261	136	1	5
active_random_rotation	19261	162	1	5
active_random_rotation	19261	183	5	5
active_random_rotation	19261	414	1	1
active_random_rotation	19261	415	1	1
active_random_rotation	19261	573	5	5
active_random_rotation	19261	574	5	5
active_random_rotation	19316	26	15	15
active_random_rotation	19316	43	15	15
active_random_rotation	19316	54	1	15
active_random_rotation	19316	55	1	15
active_random_rotation	19316	95	13	15
active_random_rotation	19316	98	300	300
active_random_rotation	19316	137	300	300
active_random_rotation	19316	162	1	15
active_random_rotation	19316	183	15	15
active_random_rotation	19316	413	1	1
active_random_rotation	19316	414	1	1
active_random_rotation	19316	415	1	1
active_random_rotation	19316	433	1	1
active_random_rotation	19317	95	10	10
active_random_rotation	19317	109	300	300
active_random_rotation	19317	162	1	10
active_random_rotation	19317	173	7	10
active_random_rotation	19317	183	10	10
active_random_rotation	19317	220	10	10
active_random_rotation	19317	228	1	10
active_random_rotation	19317	354	10	10
active_random_rotation	19317	415	1	1
active_random_rotation	19317	593	10	10
active_random_rotation	19317	673	300	300
active_random_rotation	19318	44	10	10
active_random_rotation	19318	45	5	10
active_random_rotation	19318	51	10	10
active_random_rotation	19318	95	10	10
active_random_rotation	19318	109	300	300
active_random_rotation	19318	125	10	10
active_random_rotation	19318	162	1	10
active_random_rotation	19318	163	10	10
active_random_rotation	19318	183	10	10
active_random_rotation	19318	414	1	1
active_random_rotation	19318	415	1	1
active_random_rotation	19319	38	15	15
active_random_rotation	19319	95	15	15
active_random_rotation	19319	98	300	300
active_random_rotation	19319	162	1	15
active_random_rotation	19319	173	15	15
active_random_rotation	19319	176	1	15
active_random_rotation	19319	183	15	15
active_random_rotation	19319	253	15	15
active_random_rotation	19319	313	300	300
active_random_rotation	19319	414	1	1
active_random_rotation	19319	415	1	1
active_random_rotation	19319	753	15	15
active_random_rotation	19320	38	10	10
active_random_rotation	19320	95	7	10
active_random_rotation	19320	98	300	300
active_random_rotation	19320	137	300	300
active_random_rotation	19320	162	1	10
active_random_rotation	19320	173	10	10
active_random_rotation	19320	176	1	10
active_random_rotation	19320	183	10	10
active_random_rotation	19320	253	10	10
active_random_rotation	19320	414	1	1
active_random_rotation	19320	415	1	1
active_random_rotation	19321	44	5	5
active_random_rotation	19321	46	5	5
active_random_rotation	19321	51	5	5
active_random_rotation	19321	95	5	5
active_random_rotation	19321	109	300	300
active_random_rotation	19321	115	300	300
active_random_rotation	19321	124	5	5
active_random_rotation	19321	162	1	5
active_random_rotation	19321	163	5	5
active_random_rotation	19321	183	5	5
active_random_rotation	19321	414	1	1
active_random_rotation	19321	415	1	1
active_random_rotation	19322	26	10	10
active_random_rotation	19322	43	1	10
active_random_rotation	19322	44	1	10
active_random_rotation	19322	95	8	10
active_random_rotation	19322	109	300	300
active_random_rotation	19322	125	10	10
active_random_rotation	19322	162	1	10
active_random_rotation	19322	172	10	10
active_random_rotation	19322	183	10	10
active_random_rotation	19322	413	1	1
active_random_rotation	19322	414	1	1
active_random_rotation	19322	415	1	1
active_random_rotation	19322	433	1	1
active_random_rotation	19323	6	10	10
active_random_rotation	19323	8	10	10
active_random_rotation	19323	95	4	10
active_random_rotation	19323	98	300	300
active_random_rotation	19323	136	1	10
active_random_rotation	19323	162	1	10
active_random_rotation	19323	183	10	10
active_random_rotation	19323	228	1	10
active_random_rotation	19323	313	300	300
active_random_rotation	19323	415	1	1
active_random_rotation	19323	753	10	10
active_random_rotation	19324	45	4	5
active_random_rotation	19324	51	5	5
active_random_rotation	19324	95	5	5
active_random_rotation	19324	98	300	300
active_random_rotation	19324	137	300	300
active_random_rotation	19324	162	1	5
active_random_rotation	19324	163	5	5
active_random_rotation	19324	173	5	5
active_random_rotation	19324	183	5	5
active_random_rotation	19324	414	1	1
active_random_rotation	19324	415	1	1
active_random_rotation	20513	6	5	5
active_random_rotation	20513	8	5	5
active_random_rotation	20513	95	1	5
active_random_rotation	20513	109	300	300
active_random_rotation	20513	136	1	5
active_random_rotation	20513	162	1	5
active_random_rotation	20513	183	5	5
active_random_rotation	20513	228	1	5
active_random_rotation	20513	415	1	1
active_random_rotation	20514	38	5	5
active_random_rotation	20514	95	1	5
active_random_rotation	20514	98	300	300
active_random_rotation	20514	137	300	300
active_random_rotation	20514	162	1	5
active_random_rotation	20514	173	1	5
active_random_rotation	20514	176	1	5
active_random_rotation	20514	183	5	5
active_random_rotation	20514	253	5	5
active_random_rotation	20514	414	1	1
active_random_rotation	20514	415	1	1
active_random_rotation	20515	26	5	5
active_random_rotation	20515	43	1	5
active_random_rotation	20515	54	1	5
active_random_rotation	20515	55	1	5
active_random_rotation	20515	95	1	5
active_random_rotation	20515	98	300	300
active_random_rotation	20515	137	300	300
active_random_rotation	20515	162	1	5
active_random_rotation	20515	183	5	5
active_random_rotation	20515	413	1	1
active_random_rotation	20515	414	1	1
active_random_rotation	20515	415	1	1
active_random_rotation	20515	433	1	1
active_random_rotation	20516	6	5	5
active_random_rotation	20516	8	5	5
active_random_rotation	20516	95	1	5
active_random_rotation	20516	109	300	300
active_random_rotation	20516	136	1	5
active_random_rotation	20516	162	1	5
active_random_rotation	20516	183	5	5
active_random_rotation	20516	228	1	5
active_random_rotation	20516	415	1	1
active_random_rotation	20517	38	5	5
active_random_rotation	20517	95	1	5
active_random_rotation	20517	109	300	300
active_random_rotation	20517	162	1	5
active_random_rotation	20517	173	1	5
active_random_rotation	20517	176	1	5
active_random_rotation	20517	183	5	5
active_random_rotation	20517	220	5	5
active_random_rotation	20517	253	5	5
active_random_rotation	20517	414	1	1
active_random_rotation	20517	415	1	1
active_random_rotation	20517	673	300	300
active_random_rotation	20518	54	1	5
active_random_rotation	20518	95	1	5
active_random_rotation	20518	109	300	300
active_random_rotation	20518	115	300	300
active_random_rotation	20518	124	5	5
active_random_rotation	20518	136	1	5
active_random_rotation	20518	160	1	5
active_random_rotation	20518	162	1	5
active_random_rotation	20518	172	1	5
active_random_rotation	20518	183	5	5
active_random_rotation	20518	374	5	5
active_random_rotation	20518	375	5	5
active_random_rotation	20518	414	1	1
active_random_rotation	20518	415	1	1
active_random_rotation	20518	433	1	1
active_random_rotation	20519	26	5	5
active_random_rotation	20519	43	1	5
active_random_rotation	20519	54	1	5
active_random_rotation	20519	55	1	5
active_random_rotation	20519	95	1	5
active_random_rotation	20519	98	300	300
active_random_rotation	20519	137	300	300
active_random_rotation	20519	162	1	5
