table_schema\ttable_name\tordinal_position\tcolumn_name\tcolumn_type\tis_nullable\tcolumn_default\tcolumn_key
tw_char	characters	59	deleteInfos_Name	varchar(12)	YES	NULL	
tw_char	characters	60	deleteDate	bigint(20)	YES	NULL	MUL
tw_char	characters	61	area	int(10) unsigned	NO	0	
tw_char	characters	62	world_phase_mask	int(11)	YES	0	
tw_char	characters	63	customFlags	int(11)	NO	0	
tw_char	characters	64	city_protector	tinyint(4)	NO	0	
tw_char	characters	65	regexFilterCount	int(10) unsigned	NO	0	
tw_char	characters	66	isGMCharacter	tinyint(1) unsigned	NO	0	
tw_char	characters	67	ignore_titles	tinyint(4)	NO	0	
tw_char	characters	68	mortality_status	tinyint(4)	NO	0	
tw_char	characters	69	total_deaths	int(11)	NO	0	
tw_char	characters	70	xp_gain	tinyint(3) unsigned	NO	1	
tw_char	characters	71	active	tinyint(3) unsigned	NO	1	
tw_char	characters	72	extraBonusTalentCount	int(11)	NO	0	
tw_char	character_skills	1	guid	int(10) unsigned	NO	<NULL>	PRI
tw_char	character_skills	2	skill	mediumint(8) unsigned	NO	<NULL>	PRI
tw_char	character_skills	3	value	mediumint(8) unsigned	NO	<NULL>	
tw_char	character_skills	4	max	mediumint(8) unsigned	NO	<NULL>	
tw_world	playercreateinfo	1	race	tinyint(3) unsigned	NO	0	PRI
tw_world	playercreateinfo	2	class	tinyint(3) unsigned	NO	0	PRI
tw_world	playercreateinfo	3	map	smallint(5) unsigned	NO	0	
tw_world	playercreateinfo	4	zone	mediumint(8) unsigned	NO	0	
tw_world	playercreateinfo	5	position_x	float	NO	0	
tw_world	playercreateinfo	6	position_y	float	NO	0	
tw_world	playercreateinfo	7	position_z	float	NO	0	
tw_world	playercreateinfo	8	orientation	float	NO	0
